Elliptic curve parameters:
name = secp256k1
mode = test
p = 1241690119
a = 1
b = 35
g = (311072572, 523565415)
n = 1241630743

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         q           a           m1                       m2                       f                        
D8           860196809   764479099   95717710    1117285780  180019766   885647069   1113432911  498284719   257088971   88929896    -                        -                        8.596424075431281287     
D0           937473124   5745159     931727965   1140846244  312292576   1155282265  233575405   592651030   203373120   123980644   -                        -                        0.046339160812876564     
D108         569933890   356278504   213655386   577292819   118907532   754711674   435429312   199741781   7358929     3296357     -                        -                        108.0824995593620472     
D0           577807056   119820812   457986244   949739526   1070218494  219446414   435429312   838396330   371932470   205874586   -                        -                        0.582008757506378179     
D3           467985194   659806250   1049809687  735869078   337855885   493432752   839742133   131902237   267883884   200101310   -                        -                        3.297360971799734844     
D0           430940399   10426591    420513808   527785778   966305930   507055388   839742133   1024549500  96845379    43558883    -                        -                        0.239367731261612011     
D51          914467802   853963778   60504024    940874887   928949205   781014911   530523433   843594147   26407085    16626912    -                        -                        51.36033546096833855     
D4           565122836   710255037   1096498542  953802922   715590400   846811069   530523433   446037262   388680086   176442750   -                        -                        4.025413551987826079     
D9           621984203   1129448527  734166419   746559534   953914595   730172015   112631958   167944001   124575331   123682879   -                        -                        9.131809803683499314     
D2           796841068   38439626    758401442   1188105228  863995464   755972038   112631958   227576604   391264160   14312748    -                        -                        2.685691524786155670     
D2           694824240   499822214   195002026   1178237549  790955022   273472710   112631958   232042587   483413309   211410931   -                        -                        2.364221242656558756     
D14          544570595   961438744   824762594   783682619   931860003   579298109   112631958   1004996166  239112024   66346547    -                        -                        14.49116476250075230     
D12          161358553   180820128   1222169168  182395484   946440581   799345685   112631958   773846358   21036931    14100036    -                        -                        12.82408981083452552     
D2731        921723172   986390522   1176963393  922253605   721831726   649557696   846841154   1008861389  530433      361051      -                        -                        2731.997756549628722     
D32          1046982614  490922319   556060295   1066828087  965403856   52329966    846841154   1154597019  19845473    15018018    -                        -                        32.68888870688528939     
D55          543815705   1185682912  599763536   601871508   1176579245  561405835   846841154   44743086    58055803    21313478    -                        -                        55.63066300113008303     
D3           975793080   557320177   418472903   1140310674  178519513   1007150766  846841154   751048895   164517594   153205110   -                        -                        3.637738826074404437     
D18          333176133   515712982   1059093894  638880151   957187552   648686478   397330044   617292880   305704018   27472115    -                        -                        18.77223439112714838     
D50          1174630499  1041388427  133242072   1197711462  801373194   1204199773  397330044   942229855   23080963    20582349    -                        -                        50.59618933679532885     
D28          352736898   172337183   180399715   377492762   936938283   844531650   397330044   871985234   24755864    6154802     -                        -                        28.00044306868035722     
D3           522190041   364914355   157275686   941754266   242815299   301125424   397330044   15935103    419564225   102625816   -                        -                        3.555775429839213166     
D190         683983847   929019132   996595458   819803709   159418423   58233359    397330044   943805036   135819862   4884537     -                        -                        190.1959452861141189     
D3           633321604   664655590   1210296757  851719014   170069713   712446606   136361547   447092810   218397410   196526784   -                        -                        3.382010209865338253     
D0           935443984   56689987    878753997   1110737366  1150984285  854854723   136361547   418690972   175293382   58977074    -                        -                        0.961220744860960718     
D14          518095035   1119238290  640487488   956546224   702355492   1193244397  136361547   983050573   438451189   79643846    -                        -                        14.05304171272693184     
D5           1085212508  752192477   333020031   1221607307  1032758027  895814179   1027436238  559968186   136394799   130448915   -                        -                        5.766184233881899286     
D2           901737125   485314387   416422738   1238762072  1076893553  141847110   1027436238  747947019   337024947   227687231   -                        -                        2.131495845720043914     
D9           642134324   669967980   1213797087  831731583   274054037   23568562    1211123023  110504657   189597259   73342547    -                        -                        9.134779298024651366     
D12          742908887   1221773668  762765962   871173038   1224578842  685248153   1211123023  204209032   128264151   101588132   -                        -                        12.02673623332300273     
D17          478747578   1234103347  486274974   887211829   977545390   908427566   1211123023  851439646   408464251   70283327    -                        -                        17.55897735176936060     
D11          769471771   1092330168  918772346   938286479   563767961   101335831   942241726   1006622515  168814708   94212939    -                        -                        11.59426910564800446     
D2           694081682   635089044   58992638    1075904121  1088269628  835095215   635921116   1060838991  381822439   312259243   -                        -                        2.033851865835721634     
D7           914257395   401039087   513218308   1085797996  1126630628  360027491   635921116   484383785   171540601   56554390    -                        -                        7.091210549702684442     
D66          326512916   1209947852  358195807   634806479   1193439197  71872848    821922147   476904654   308293563   18219353    -                        -                        66.41003398968119230     
D9           580516689   1035581998  786565434   697237283   1126568939  1149650078  821922147   994246928   116720594   113634313   -                        -                        9.113286037114511353     
D131         700536072   187504450   513031622   787925442   925106799   902520324   821922147   41666077    87389370    1421112     -                        -                        131.9420636797099736     
D38          846743493   615233094   231510399   929822713   603057683   1204269906  128736757   675915940   83079220    15951293    -                        -                        38.56948110726823211     
D5           895661768   1053758441  1083534070  1240702880  3275126     216120737   128736757   829349316   345041112   205579544   -                        -                        5.125794232718017897     
D15          464922514   1015795358  690757899   863323929   212343833   110371161   128736757   1164236314  398401415   66521099    -                        -                        15.27027324067511271     
D6           326692587   457721380   1110601950  586416891   118879134   927551206   797584800   598449242   259724304   66968283    -                        -                        6.834897947137154464     
D16          493814843   786226955   949218631   605550602   111458032   1080102921  797584800   1232737048  111735759   46871807    -                        -                        16.77398430574694933     
D7           784763068   739143891   45619177    922006023   1139293833  1171018600  468369202   1128953857  137242955   98548293    -                        -                        7.500321603744064851     
D3           520668702   528164801   1234134644  889303969   298868321   31959875    468369202   192603059   368635267   152033435   -                        -                        3.474004260970621363     
D34          689432948   797613181   1133450510  1022626401  667967079   1178688172  354069531   936899343   333193453   23046042    -                        -                        34.60955165316456509     
D5           553179224   571938739   1222871228  774784511   510927340   871091876   354069531   793913196   221605287   109968650   -                        -                        5.200925345541661191     
D13          558357998   723172968   1076815773  621630694   1224591407  835730609   354069531   905549550   63272696    52176430    -                        -                        13.86014658342857110     
D2           653066674   464090937   188975737   1145588750  878574057   816775643   354069531   1075052460  492522076   160544598   -                        -                        2.890729073300865595     
D13          762299465   949109169   1054821039  992863889   28624318    231480351   354069531   884753828   230564424   70606193    -                        -                        13.44229349683249456     
D627         1099015266  1164206502  1176439507  1103439302  1127429721  417814477   354069531   1171470591  4424036     1854338     -                        -                        627.8286385761387621     
D0           707825703   174145565   533680138   1207331109  190504875   123041076   1113308916  882722577   499505406   208320297   -                        -                        0.835951021133576820     
D2           1082641065  89641057    993000008   1124323565  922741250   622432327   1066267514  533297270   41682500    40578565    -                        -                        2.209074101067891385     
D0           648546032   54028890    594517142   983118774   794007093   652533234   1066267514  484234066   334572742   313973290   -                        -                        0.172081166522158620     
D12          889879473   583845678   306033795   1170954018  77658488    1177528908  1066267514  91985916    281074545   46655838    -                        -                        12.51388257135152089     
D32          982121993   81773972    900348021   984977891   1001011554  493643748   309431778   846928658   2855898     2548979     -                        -                        32.08106932226589548     
D9           672825625   1078206155  836250213   784977778   714825666   364535729   309431778   426290806   112152153   112064860   -                        -                        9.621268924085569731     
D25          301825434   1102158081  441298096   559940409   67351808    87486649    309431778   1222995645  258114975   43710459    -                        -                        25.21497385785859626     
D2           868480251   435254832   433225419   1046511044  359654574   53588484    81275035    20559757    178030793   156357079   -                        -                        2.783723223685957960     
D79          191076317   956614173   476092887   216654862   640816455   851699057   81275035    753155021   25578545    12026502    -                        -                        79.54217884801416072     
D0           892937634   230398391   662539243   1216444191  1124001415  109255601   81275035    539050230   323506557   245924520   -                        -                        0.936866283199414194     
D13          322999910   907200970   657429683   579652747   970061833   89108171    433870111   371045622   256652837   66347073    -                        -                        13.67356431835357680     
D1           381513286   297415132   84098154    611677401   380673739   996249779   433870111   149723646   230164115   151349171   -                        -                        1.965092573913074158     
D30          505778332   1049379649  698029426   662835460   926955806   1036940520  117600758   449820858   157057128   34606948    -                        -                        30.32280249041319679     
D6           601671696   1145883821  697418618   1028915047  593278194   431543853   117600758   767450121   427243351   174428345   -                        -                        6.569367042953941918     
D10          855091490   1142829706  953892527   1004783308  1035331708  965006549   117600758   715132224   149691818   106632400   -                        -                        10.71747148146342012     
D0           902829332   140556634   762272698   1136062843  1034032384  55799381    117600758   1180667740  233233511   203128799   -                        -                        0.691958179696617021     
D0           836234168   73942311    762291857   1173760785  778276572   1229928052  117600758   789579994   337526617   161180934   -                        -                        0.458753459016436770     
D14          951277941   1005295327  1187613357  1172153584  690873155   387060793   117600758   242030187   220875643   67775369    -                        -                        14.83275328239083434     
D24          690199937   743129113   1188701567  1020301581  148287449   626386121   449663531   951038447   330101644   29996649    -                        -                        24.77373765982993633     
D0           292684449   32124805    260559644   456362561   600622777   315717881   449663531   1166436263  163678112   129006337   -                        -                        0.249017263392262660     
D23          700388117   948073649   993945211   766422766   1111983469  49839535    449663531   1123805756  66034649    40041627    -                        -                        23.67720095389730292     
D1           267211849   169127714   98084135    412259189   865850603   602636820   535924771   828667637   145047340   122164509   -                        -                        1.384425930120179175     
D11          729750586   617358588   112391998   865104854   90865666    719591114   535924771   377472253   135354268   52979246    -                        -                        11.65283832087757534     
D2           702882092   215154776   487727316   910667982   131412812   915675404   535924771   312888562   207785890   79524422    -                        -                        2.705518262050367370     
D12          605317271   729399377   1117548637  877967701   758880657   681628177   535924771   340100839   272650430   60016411    -                        -                        12.15333214443629426     
D4           651841206   1221035224  672436725   1020392365  202960873   594266032   574362733   694699531   368551159   283290047   -                        -                        4.310194575949927390     
D3           277774867   69808566    207966301   328741008   80742093    1036574748  574362733   240552786   50966141    22944162    -                        -                        3.042541540632427543     
D3           562103222   606699774   1197034191  765194797   1203718928  191538930   274744749   228046043   203091575   155920072   -                        -                        3.891094752701242980     
D50          269872847   415081896   1096421694  280339258   1142249665  365057040   228033263   458306394   10466411    8212572     -                        -                        50.54225351083679997     
