Elliptic curve parameters:
name = secp256k1
mode = test
p = 1241690119
a = 1
b = 35
g = (311072572, 523565415)
n = 1241630743

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         q           a           m1                       m2                       f                        
D26          629170124   709947700   1160853167  666824148   57179078    968988524   1181877229  573243765   37654024    26705740    -                        -                        26.58408641737693844     
D21          313440801   802937790   752133754   589132365   76502881    907388081   1181877229  798774966   275691564   37749237    -                        -                        21.27030514550532504     
D3           455958542   601551434   1096037851  723104776   548723784   436572082   1181877229  528925805   267146234   188812308   -                        -                        3.185975746877687655     
D26          568915279   509888071   59027208    1118641323  667221546   613478555   1181877229  663054301   549726044   19189235    -                        -                        26.57156843407254119     
D45          171294630   1156225008  256700365   200488361   1202770981  26428839    1181877229  663328355   29193731    25325975    -                        -                        45.65372144606476157     
D117         433913871   1176470168  499074446   857801252   727625372   480684090   1181877229  1233109059  423887381   10026490    -                        -                        117.3361932241492286     
D228         604601896   1140816660  705415979   804473850   633521193   325765120   1181877229  611637931   199871954   4986034     -                        -                        228.8024229277217122     
D189         91020482    250324424   1082326801  100986968   1061038370  807395110   1181877229  905787322   9966486     1322108     -                        -                        189.3373491424301191     
D241         42437210    208881000   1075186953  45035589    651641648   487626748   1181877229  307360733   2598379     863146      -                        -                        241.9996153605531393     
D6           517057703   1199166463  559521983   852453269   322520077   945783634   1181877229  1028622268  335395566   181662137   -                        -                        6.601080901079568385     
D27          407317657   1165256398  483692002   771575663   558478681   1127232036  1181877229  350881319   364258006   43059651    -                        -                        27.06144548175738814     
D27          603204443   815032264   1029802922  746577447   941917677   1057940425  1181877229  49982773    143373004   29712427    -                        -                        27.43068629163144431     
D2           334207621   438063578   1137774786  510458274   1060107346  365559070   1181877229  776062495   176250653   157956968   -                        -                        2.773309614299509724     
D12          1051439480  1226081314  1066988909  1241558196  82795610    334070351   1181877229  463950823   190118716   100845900   -                        -                        12.15796888123364460     
D8           591444971   722000937   1111074777  691915984   1001779976  616121934   1181877229  813000606   100471013   89089906    -                        -                        8.104183396489384555     
D18          998371513   1126808332  1113193924  1154815409  651528471   773479535   1181877229  339085351   156443896   59708137    -                        -                        18.87193921324324689     
D3           437656760   122125845   315530915   572111313   1213687630  764786859   1181877229  369943497   134454553   34293101    -                        -                        3.561236558921865946     
D38          1133530510  1115708694  17821816    1191671702  937440107   474653183   1181877229  1050757786  58141192    28847862    -                        -                        38.67561117700854226     
D9           334514599   415036336   1161109006  624261544   190720242   414237076   1181877229  160248652   289746945   44767654    -                        -                        9.270897599414076958     
D6           542713321   1124291799  660052265   729727141   328343931   658052031   1181877229  126269071   187013820   168685681   -                        -                        6.665010286202063588     
D4           673346541   767619271   1147358013  926323673   1018839484  799159273   1181877229  124032461   252977132   167392277   -                        -                        4.585750816926876501     
D7           657656944   1237012882  662274805   906639497   543257018   1190628145  1181877229  664378241   248982553   159691838   -                        -                        7.746249886609733930     
D10          612541889   630364165   1223808467  888470630   409605789   837693675   1181877229  1237507355  275928741   60684407    -                        -                        10.38758053613344198     
D30          1158246716  365070066   793176650   1192987999  42304933    1023996257  1181877229  239083937   34741283    11784377    -                        -                        30.97915706532470914     
D6           420112519   353729797   66382722    783295176   946484471   847275691   1181877229  1059873271  363182657   56929862    -                        -                        6.213431485219479365     
D2           310679973   382196558   1170114158  486378171   733779313   297598276   1181877229  597352420   175698198   134981775   -                        -                        2.831467862976316617     
D1           803490023   287753976   515736047   1104125725  1070747665  857065480   1181877229  1048499212  300635702   202218619   -                        -                        1.422984576904859586     
D735         574351776   700003041   1115979478  579761216   463311874   464761720   1181877229  610354748   5409440     951136      -                        -                        735.9652468206439457     
D9           527144442   615914404   1152860781  681657734   400167547   339906331   1181877229  562247833   154513292   63604566    -                        -                        9.683493540385135243     
D15          265079535   376714277   1129996001  325233582   1089449825  1001070519  1181877229  747872868   60154047    24463347    -                        -                        15.39913066678897209     
D7           844436282   1114404980  971662045   1193609475  312990946   1160558074  1181877229  1084805050  349173193   146089896   -                        -                        7.628213932057286152     
D12          828840798   293679546   535161252   918423389   263544812   226805008   1181877229  950669150   89582591    22597479    -                        -                        12.99611987691193340     
D1           622806143   285689612   337116531   1041822936  57763647    742958637   1181877229  255568505   419016793   203789350   -                        -                        1.401886860132779264     
D6           666223678   794493324   1113361097  1212897502  497938688   653247007   1181877229  956815601   546673824   119549854   -                        -                        6.645707187563775694     
D0           399345813   153813555   245532258   639018860   489500218   1046444018  1181877229  256289621   239673047   159672766   -                        -                        0.963304881935846216     
D21          597237921   653192765   1185675899  660231353   439387853   328739221   1181877229  414668977   62993432    30297033    -                        -                        21.55962813256334374     
D4           598268534   672410532   1167488745  748643473   16131614    643838629   1181877229  579133506   150374939   147143717   -                        -                        4.569753610342737230     
D122         933899598   684328519   249571079   1049940802  554412037   1220328826  1181877229  967785780   116041204   5569966     -                        -                        122.8604481607248590     
D9           778220770   227469328   550751442   817954741   682987984   453125775   1181877229  1075328297  39733971    23275321    -                        -                        9.772983496124500280     
D3           549555848   467238869   82316979    687911392   152698831   125521369   1181877229  87815900    138355544   134489216   -                        -                        3.474173490609090917     
D8           492269397   742056509   991843631   896349019   1044332579  362661955   1181877229  199204398   404079622   88189775    -                        -                        8.414314573316464408     
D1           632910781   277058886   355851895   1021688392  987234579   780079470   1181877229  1209550395  388777611   244133170   -                        -                        1.134867851017540959     
D10          468821160   440351079   28470081    575968027   1205304772  36874389    1181877229  1058161031  107146867   40233692    -                        -                        10.94483397148837347     
D4           583173412   187175151   395998261   1120686462  489398959   78471803    1181877229  409261757   537513050   45660362    -                        -                        4.099291875960159930     
D0           698456755   71750388    626706367   1223739541  434968420   11036969    1181877229  879290205   525282786   173173969   -                        -                        0.414325480984962584     
D44          1185119015  1217428046  1209321712  1237745729  64691450    248633392   1181877229  864478820   52626714    27331307    -                        -                        44.54335264683829426     
D1           802952495   388358991   414593504   1240743399  14986207    802370870   1181877229  729321663   437790904   365161591   -                        -                        1.063526396454987512     
D149         828405019   877958255   1192077507  965493943   428313672   1142642043  1181877229  27298306    137088924   5871475     -                        -                        149.5294206311020654     
D72          527411653   1177854833  591187563   550641770   582525435   767570331   1181877229  1190798074  23230117    16349079    -                        -                        72.04410921251282717     
D42          1017190272  767180602   250009670   1047469623  184238050   754451236   1181877229  287224071   30279351    17971689    -                        -                        42.68828611489994067     
D5           563447662   1172698672  632379733   899528116   620391036   1078579833  1181877229  159948793   336080454   227367208   -                        -                        5.157730010037331328     
D1           698428270   434683163   263745107   1089025312  1103143099  764756194   1181877229  5147791     390597042   307831228   -                        -                        1.412082737102942655     
D15          632096011   351468796   280627215   655533082   77039116    1216485861  1181877229  819087740   23437071    22732165    -                        -                        15.46129882481497032     
D15          776852585   811963781   1206519547  880560383   695481450   434467414   1181877229  999475465   103707798   50897999    -                        -                        15.95276429236442084     
D1244        477438530   1024944723  694124550   715746039   1066513746  376879428   1181877229  484403628   238307509   823512      -                        -                        1244.602049514761169     
D28          185981019   421202585   1006409177  207375717   564597363   21744190    1181877229  796575410   21394698    14823435    -                        -                        28.41464107340842389     
D6           582460449   1059734252  764356940   991756291   734856221   1077820402  1181877229  1187489871  409295842   173164607   -                        -                        6.119808604999750324     
D94          976190064   368423174   607766890   990701979   613485548   720378591   1181877229  911180923   14511915    3891759     -                        -                        94.66752026525794634     
D14          545284492   288308314   256976178   632899517   298658202   1091902226  1181877229  1074370610  87615025    19594342    -                        -                        14.71385535681677904     
D13          777584574   498521000   279063574   827011223   604872598   579304346   1181877229  782466484   49426649    36184839    -                        -                        13.77706834622091312     
D2           424851020   392847111   32003909    696976519   1190033344  212469261   1181877229  694036612   272125499   152725521   -                        -                        2.572242729491163431     
D3           718856360   872453219   1088033884  1180723518  979838950   967261373   1181877229  70646865    461867158   256989202   -                        -                        3.394902245737157470     
D3           328748218   554746800   1015632161  517219883   881407623   778999387   1181877229  345122789   188471665   140276553   -                        -                        3.954665181999446479     
D16          597410524   978237970   860803297   1136232449  486078558   1065176605  1181877229  1074833232  538821925   58588599    -                        -                        16.69672917080676395     
D46          984758752   1075365582  1151023913  1032844014  724099958   980335793   1181877229  4092215     48085262    23053512    -                        -                        46.64649715843729146     
D4           673111682   530708559   142403123   1237031198  254809416   987252220   1181877229  156524671   563919516   109192166   -                        -                        4.860317167808540403     
D18          774270357   855386909   1160514191  1138302043  90418384    865624123   1181877229  459505591   364031686   46206985    -                        -                        18.51206931159866847     
D3           538862054   950673236   829819561   834508818   1000495771  328441903   1181877229  538355722   295646764   243215290   -                        -                        3.908772495347640356     
D2           515208011   430317370   84890641    689030196   694759991   657379571   1181877229  451689485   173822185   167563641   -                        -                        2.568083191746830089     
D55          611855924   515272179   96583745    627713608   477730852   343640570   1181877229  421530641   15857684    9263932     -                        -                        55.62132569625942850     
D3           780100674   762062165   18038509    1059159717  804830097   638480127   1181877229  234622213   279059043   221982588   -                        -                        3.432981712061127965     
D18          743679330   259153545   484525785   804502113   89380208    962879006   1181877229  871221026   60822783    13805934    -                        -                        18.77117078786556563     
D117         666123232   505526776   160596456   831577918   316343605   634571659   1181877229  865144848   165454686   4304488     -                        -                        117.4417900572611655     
D2           465074303   187230530   277843773   857226219   214454985   421358703   1181877229  1159616817  392151916   72922387    -                        -                        2.567531559272737465     
D16          468195453   1140416615  569409581   868023453   207472744   786354606   1181877229  102417699   399828000   68367453    -                        -                        16.68069475982965169     
D5           697633386   1219528724  719735405   1188395980  489964068   444359707   1181877229  578758951   490762594   206870792   -                        -                        5.895122806896780285     
D38          517471910   1049036889  710065764   762675380   350608459   244106352   1181877229  1002357329  245203470   27064970    -                        -                        38.75995018653262870     
D26          593962046   676315122   1159277667  641294819   370590293   861082296   1181877229  749371467   47332773    25968770    -                        -                        26.04340220965413456     
D82          924009465   1029925270  1135714938  957767750   974069813   189165328   1181877229  633787547   33758285    12535770    -                        -                        82.15891564698458890     
D2           639854276   307990935   331863341   1171470984  937538145   1153643148  1181877229  1139920233  531616708   108237568   -                        -                        2.845508640770642592     
D158         406778683   1216579306  431830120   440038736   495977113   425284012   1181877229  315686524   33260053    7658047     -                        -                        158.8628675170053148     
D13          1096365211  1153276623  1184719331  1222741435  385979985   1170287126  1181877229  1181757024  126376224   85355419    -                        -                        13.51146343737121131     
D5           294663102   176157854   118505248   425393388   415752333   565929454   1181877229  317132054   130730286   33202530    -                        -                        5.305555148960034069     
D4           753876529   369149672   384726857   888127950   357178637   27070941    1181877229  915700078   134251421   82619424    -                        -                        4.468073657836200843     
D0           693022659   77329903    615692756   1054691356  69196205    957029670   1181877229  901121735   361668697   331353962   -                        -                        0.233375519439239419     
D7           688782654   1149292873  781120524   865159620   935152900   10179788    1181877229  564692933   176376966   159651756   -                        -                        7.198748712792109846     
D2           891297835   354503054   536794781   1043793119  700845962   1045845169  1181877229  1068973345  152495284   128821415   -                        -                        2.751895358392081006     
D37          842834710   349462923   493371787   961901894   253039982   837749013   1181877229  674836589   119067184   9364422     -                        -                        37.31815193719377448     
D29          367891896   676925338   932597301   406213296   669340577   161259371   1181877229  149972035   38321400    22999296    -                        -                        29.43243732329893923     
D5           354232687   362865467   1232997963  645669144   524453004   247079349   1181877229  730938425   291436457   62796230    -                        -                        5.778459423439910325     
D148         706895082   744918397   1203607428  716130526   131598363   526061521   1181877229  856949031   9235444     5001338     -                        -                        148.9438220332239092     
D11          331400681   956502190   616529234   453895717   934617697   795368406   1181877229  142211350   122495036   86410609    -                        -                        11.06926801082954987     
D0           683557636   222701846   460855790   1113397582  684195089   732100121   1181877229  131633147   429839946   253717690   -                        -                        0.877754507381806920     
D3           837982001   764638078   73343923    1154060107  588727893   1193951300  1181877229  69604130    316078106   205825789   -                        -                        3.714977028461676393     
D8           258444866   83604042    174840824   507125507   231616148   638642431   1181877229  971234869   248680641   9764225     -                        -                        8.562281389459992984     
D6           961001783   1101956706  1100675820  1221225743  256915413   415952256   1181877229  73321537    260223960   180329903   -                        -                        6.110781892895489440     
D3           581838547   696414117   1127055173  971994379   2610452     1087168079  1181877229  581521738   390155832   191682715   -                        -                        3.633160752131458488     
D1           650176664   204938830   445237834   1135472169  603124282   980529814   1181877229  230900835   485295505   164881159   -                        -                        1.242948747103360669     
D4           712654126   854751368   1099533501  1232624168  1087286470  901478468   1181877229  518336440   519970042   192684084   -                        -                        4.436024762688754303     
D163         1164496221  859437480   305058741   1203137052  655269853   586055646   1181877229  81008722    38640831    5271291     -                        -                        163.0411753022172367     
D13          647487177   347586002   299901175   736200771   482603878   978159860   1181877229  1104834916  88713594    26492019    -                        -                        13.12040437537055971     
D0           612240848   52980386    559260462   963913873   1178977512  1054231581  1181877229  949847979   351673025   260567823   -                        -                        0.203326663246520657     
D273         1083068867  539827776   543241091   1110096285  1234490990  541650953   1181877229  222824356   27027418    1972147     -                        -                        273.7259321947096235     
D5           320923822   635685187   926869378   514903246   442816165   563584455   1181877229  891348896   193979424   126944398   -                        -                        5.007587550259602633     
D23          901401733   1114136025  1028896451  1043724593  752791466   1186574318  1181877229  1055015650  142322860   47464573    -                        -                        23.47300216942855464     
D96          599767867   1232606165  608792445   1186697879  941960416   1102337941  1181877229  797199259   586930012   12837855    -                        -                        96.01340449786977653     
D7           202241877   280747823   1163124797  284871360   1072462599  4838514     1181877229  190749403   82629483    36982911    -                        -                        7.591285147888980399     
D440         1050909439  1112065975  1180474207  1096491409  897472849   816627204   1181877229  133267364   45581970    2524129     -                        -                        440.5741445861126749     
D97          707482955   661967094   45515861    742515983   547375738   479038416   1181877229  1226562386  35033028    6822395     -                        -                        97.02854994470416913     
D8           620303772   1229612320  632322195   1099336196  103541581   661614099   1181877229  618982567   479032424   141271348   -                        -                        8.703904488828123874     
D4           610590788   815817911   1036403620  1046175606  614283992   638254205   1181877229  371054614   435584818   175005970   -                        -                        4.661657605166269470     
D79          893584740   1018867458  1116348025  931876732   1237821572  996872680   1181877229  9272919     38291992    12868924    -                        -                        79.17269990871031641     
D9           432347489   1018213823  655764409   595880078   567054640   614725211   1181877229  1153352603  163532589   105282311   -                        -                        9.671271587114002465     
D11          831196532   564439217   266757315   1222359023  288859197   1065896125  1181877229  769097391   391162491   48871550    -                        -                        11.54944373567034399     
D36          632689943   339360193   293329750   944446289   149790425   509725132   1181877229  401394185   311756346   9177251     -                        -                        36.97841466905503619     
D7           504356123   989368169   756618697   879667747   688039967   424542632   1181877229  1133309732  375311624   129044499   -                        -                        7.666875974310226118     
D2           772002484   884828312   1128804915  1214010655  433771398   1090486667  1181877229  458420972   442008171   329994313   -                        -                        2.681344123648579362     
D10          1215949124  172961923   1042987201  1239027344  140999839   264673224   1181877229  1192187481  23078220    15881684    -                        -                        10.89065385005771428     
D1           891700009   358303238   533396771   1232802792  769072143   548746247   1181877229  374983437   341102783   209494443   -                        -                        1.710323352109153558     
D0           580866575   200907566   379959009   916764937   180075319   386853102   1181877229  706026914   335898362   244968213   -                        -                        0.820137288587723828     
D13          761012738   780588036   1222055445  1113397726  336662127   383376318   1181877229  287950542   352384988   56242762    -                        -                        13.87890651600645075     
D8           387762615   645910173   983483185   491477011   659306659   419781051   1181877229  394373185   103714396   76619427    -                        -                        8.430109677014420898     
D53          407714562   1038409056  610936249   504759593   852068773   220740089   1181877229  622291119   97045031    19534438    -                        -                        53.15786694247359458     
D23          969944639   678355886   291588753   1055448340  1086060951  778822422   1181877229  5614677     85503701    29403928    -                        -                        23.07024714521134727     
D2           455106736   438854349   16252387    714670973   706344059   132357387   1181877229  1001054306  259564237   195542499   -                        -                        2.244291400817169673     
D9           273358519   894981371   620007891   447794368   778673935   156152952   1181877229  562232311   174435849   98922670    -                        -                        9.047282801808725947     
D3           737613986   585586301   152027685   1020279718  492600882   41528791    1181877229  63613563    282665732   172282522   -                        -                        3.398988441787496006     
D49          380712230   966387842   655955131   452974283   930070616   14449855    1181877229  488499643   72262053    19401965    -                        -                        49.80876122598922325     
D85          210360895   587530208   864461430   413861391   851385233   1123578432  1181877229  1071116134  203500496   6860399     -                        -                        85.64082176561450726     
D11          459862558   1008848558  692644743   831318403   333382489   835708314   1181877229  56547932    371455845   88406713    -                        -                        11.41144743159945331     
D6           385841186   768857931   858613998   519666925   796555409   248952248   1181877229  1058640178  133825739   118189708   -                        -                        6.505286661677851002     
D0           689090095   57483444    631606651   1237449248  60095851    913672991   1181877229  93123364    548359153   140730942   -                        -                        0.408463435141363581     
D80          167985105   1107160771  302455077   198817059   548711094   331199866   1181877229  110720091   30831954    13825335    -                        -                        80.08202123131193566     
D5           672338376   871045760   1042923359  933370871   453058815   259906417   1181877229  178231853   261032495   150273386   -                        -                        5.796407355857410439     
D15          375104975   1072385904  544349814   678796797   581471608   976102826   1181877229  447225485   303691822   71413153    -                        -                        15.01664411876618863     
D111         587588890   1107275056  721944577   1165209686  1029521316  452103953   1181877229  70181186    577620796   9968094     -                        -                        111.0819235853915502     
D6           630780817   988600363   883811197   869698967   657558987   1113063363  1181877229  25268342    238918150   152944517   -                        -                        6.463784268905828118     
D6           235374224   469372659   1007632308  402593771   419345101   234349422   1181877229  754889516   167219547   68154677    -                        -                        6.886873794442602963     
D8           466211487   1150020452  557821778   630066026   534802892   782578423   1181877229  321437342   163854539   138502409   -                        -                        8.303252342708349571     
D5           732299987   510827600   221472387   838788175   1066975257  1204356519  1181877229  305859444   106488188   93370859    -                        -                        5.470953201790721449     
D10          415494815   1126848782  530276776   568506865   1036497705  102013908   1181877229  1009890150  153012050   109470715   -                        -                        10.29360940960328979     
D3           968854481   572937132   395917349   1229951720  843348102   819323996   1181877229  234144740   261097239   185562764   -                        -                        3.087565197078008603     
D4           554168607   952969719   842829631   889066806   277136291   708536504   1181877229  205474080   334898199   219270408   -                        -                        4.346093609676687426     
D150         251958171   430992600   1062596314  263820215   870279610   1095514581  1181877229  731162857   11862044    2855247     -                        -                        150.9475712609101769     
D7           536525510   1022395827  755760426   934877658   503577613   649614522   1181877229  1152650850  398352148   138173362   -                        -                        7.399369981313764370     
D1225        785828743   838432893   1189026593  792838961   874170703   129117035   1181877229  314088855   7010218     684327      -                        -                        1225.193354931195174     
D614         430743404   724889330   947484817   445555961   667135399   142383247   1181877229  1068521950  14812557    1179251     -                        -                        614.7031717590233122     
D38          153283661   1131260717  263653687   194484637   992507925   501979784   1181877229  1152906435  41200976    29680733    -                        -                        38.11431196796925466     
D3           302314997   546962134   996983606   457322308   276856318   753792193   1181877229  1101964157  155007311   147307686   -                        -                        3.713059032099655682     
D150         291031805   605264693   927397855   332031680   183237834   853454156   1181877229  1062358621  40999875    4032680     -                        -                        150.0899384528402947     
D61          793100417   441687805   351412612   1055083504  252599859   376498425   1181877229  475155463   261983087   7151156     -                        -                        61.76453219591349985     
D1           645087901   232799620   412288281   866833039   1096315075  785849578   1181877229  619431      221745138   201597625   -                        -                        1.154773623945222569     
D0           709100892   94740646    614360246   1204309677  849479198   613870738   1181877229  344431909   495208785   213892107   -                        -                        0.442936615702233462     
D2           900198476   432408422   467790054   1136471916  617695979   85141343    1181877229  933723431   236273440   191378156   -                        -                        2.259445022555238749     
D42          463462863   1139321324  565772282   608995906   1091725597  799710714   1181877229  313789167   145533043   26863734    -                        -                        42.41113033653474978     
D13          966888506   709278147   257610359   1032259654  826238205   1100397453  1181877229  1241470800  65371148    51692434    -                        -                        13.72112110255825833     
D3           957115833   45607994    911507839   1193381356  765789597   98146105    1181877229  845091192   236265523   12053741    -                        -                        3.783721087088232607     
D13          1017491630  674773975   342717655   1086714382  1101101120  1059562155  1181877229  333097532   69222752    48373102    -                        -                        13.94936332592439492     
D5           386214954   954203309   673642388   604381112   750113642   593354302   1181877229  847252232   218166158   168048796   -                        -                        5.678132374123049355     
D42          856773685   1143868456  954535972   898275881   66600720    161923933   1181877229  185755066   41502196    26729765    -                        -                        42.79380892424606052     
D29          1157800816  1190488683  1208942876  1213660133  1025221738  280471222   1181877229  683738717   55859317    40614476    -                        -                        29.31193013545219689     
D6           702258110   1187227529  756661324   1230730862  725486939   499142698   1181877229  54575603    528472752   173785358   -                        -                        6.831573975294282272     
D4           408243741   175651796   232591945   461328397   949288342   984391271   1181877229  662433076   53084656    36651149    -                        -                        4.792531770286383109     
D4           587058864   876519892   952169715   980018239   639685920   433580104   1181877229  1182643496  392959375   194099489   -                        -                        4.515827921628376878     
D36          337068314   1143605639  435093418   380762343   742931527   599261028   1181877229  44465658    43694029    31210111    -                        -                        36.64215224995515075     
D14          1041657319  224542385   817114934   1067297990  335843812   384197328   1181877229  977408809   25640671    16030479    -                        -                        14.00721619110695319     
D15          218423039   965069246   494984536   374133573   765714239   30685501    1181877229  1125758301  155710534   62712505    -                        -                        15.38878483645327195     
D0           419185194   58637657    360547537   639922973   251037725   206984300   1181877229  204081183   220737779   198447415   -                        -                        0.295482090305887834     
D1           911987018   110100636   801886382   1115051925  552114635   168686101   1181877229  144231891   203064907   99727390    -                        -                        1.104016018066852045     
D1           551984623   169943730   382040893   702314797   193904011   1065551094  1181877229  1089180891  150330174   100994101   -                        -                        1.682709468348057279     
D4           360689142   407228935   1195090950  490860965   443480249   496157918   1181877229  1211511475  130171823   100345496   -                        -                        4.058268195714534113     
D14          228446832   1200051958  270025617   373912794   789499845   817835371   1181877229  908724745   145465962   82980870    -                        -                        14.46179050665532911     
D1           568422964   468941438   99481526    864818066   1002780844  297829587   1181877229  513308387   296395102   272027862   -                        -                        1.723872821527377221     
D8           265816779   719414261   788033261   444868855   358592208   473140979   1181877229  1185188534  179052076   86764703    -                        -                        8.291554470024521377     
D16          753452864   838109563   1156974044  1105080766  597821360   571476496   1181877229  366972267   351627902   50197060    -                        -                        16.69638745775150975     
D36          344638469   879939542   706329670   451377988   1135419341  510234406   1181877229  19394216    106739519   24419912    -                        -                        36.03369012959588060     
D159         692027702   1034028182  899630263   744763100   1217341561  556999250   1181877229  738841443   52735398    6467528     -                        -                        159.8799699050394524     
D6           419369828   584795349   1076205222  529747145   918910691   562566142   1181877229  974124484   110377317   88237877    -                        -                        6.627486617793399539     
D4           427092451   955380179   713343015   642384582   1097378649  113716038   1181877229  362578976   215292131   211800320   -                        -                        4.510758902536124591     
D0           559005527   161742634   397262893   877095351   687559489   964157366   1181877229  580010178   318089824   240915703   -                        -                        0.671366091898127537     
D181         760735777   1044992780  957373740   782306890   496602118   827886702   1181877229  1168466853  21571113    5746822     -                        -                        181.8383760624567804     
D1           656701559   418708638   237992921   1014333670  227243223   794932344   1181877229  908342970   357632111   299069448   -                        -                        1.400038154348684924     
D0           488611711   119826946   368784765   653866718   744097830   458395012   1181877229  926184227   165255007   158101697   -                        -                        0.757910561832868878     
D1           773263091   425811514   347451577   1205662476  173509684   1119362151  1181877229  248766939   432399385   340863706   -                        -                        1.249213414349253129     
D499         586882861   1048936743  779576861   651858746   1221974962  130135512   1181877229  119916244   64975885    2099896     -                        -                        499.5184251982002918     
D281         641765849   1240550488  642846104   653791557   127465604   318717270   1181877229  1156009183  12025708    4403325     -                        -                        281.7303941907535782     
D197         77307354    396194682   922743415   96132638    457553523   1098209383  1181877229  488739400   18825284    2006218     -                        -                        197.4833652175386722     
D3           463159202   284045314   179113888   836088049   623634135   15354818    1181877229  398141325   372928847   90230355    -                        -                        3.148001734006255433     
D16          837295166   805563158   31732008    1231070720  809881312   475982138   1181877229  593778010   393775554   49744058    -                        -                        16.19415846612272766     
D3           519143432   69736908    449406524   1016920659  160488205   374994649   1181877229  624116662   497777227   21366205    -                        -                        3.263888369506891841     
D7           755851274   898395470   1099086547  1072974456  1009394742  125325343   1181877229  567773001   317123182   121604910   -                        -                        7.387822333818593344     
D24          218464869   1183508033  276587579   275193829   628779017   616802183   1181877229  234408843   56728960    48277989    -                        -                        24.51444348686520476     
D0           910524000   130124231   780399769   1100920686  96682503    939391970   1181877229  866794362   190396686   148937256   -                        -                        0.873684895873199114     
D372         894531061   707707932   186823129   901788218   770382774   240529268   1181877229  679536077   7257157     1900750     -                        -                        372.3308862291200841     
D14          334834783   898305365   678160161   607787506   21556982    283192985   1181877229  1140510742  272952723   61882060    -                        -                        14.51641016798729712     
D16          445515987   839228571   847918159   841050968   864990379   539137382   1181877229  895536913   395534981   49981006    -                        -                        16.79094996607311185     
D11          606180518   985663061   862148200   735339639   315374873   585816107   1181877229  783391294   129159121   89544034    -                        -                        11.00757936592403241     
D26          964463773   201117966   763345807   1101175827  43835219    70174769    1181877229  883444657   136712054   7479395     -                        -                        26.88960350402672943     
D11          412684257   664366889   989948111   590926700   478718791   753111386   1181877229  73589083    178242443   56199371    -                        -                        11.82160720268559589     
D8           820944026   454511256   366432770   1204620687  835392207   361980825   1181877229  737734826   383676661   53590704    -                        -                        8.481158523314043420     
D5           865587216   1092172701  1015045258  1092583818  1074720706  973741751   1181877229  535115268   226996602   184597410   -                        -                        5.916511510101902296     
D4           698659402   1229710654  710579491   1098485875  698622359   579933717   1181877229  1218894592  399826473   298832929   -                        -                        4.115044008419835151     
