Elliptic curve parameters:
name = secp256k1
mode = legacy
p = 115792089237316195423570985008687907853269984665640564039457584007908834671663
a = 0
b = 7
g = (55066263022277343669578718895168534326250603453777594175500187360389116729240, 32670510020758816978083085130507043184471273380659243275938904335757337482424)
n = 115792089237316195423570985008687907852837564279074904382605163141518161494337

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case                                                                             s                                                                               s_zk                                                                            s_rxk                                                                           s_zr                                                                            z                                                                               r                                                                               x                                                                               k-1                                                                             q                                                                               a                                                                               m1                                                                                                                                                                                             m2                                                                                                                                                                                             f                                                                                    
D0                                                                               60072810831908995985830640468189165667076777388761438726093139169820931678570   6143461296535121489614834508896832826093324579515097945580035845802828410890    53929349535373874496215805959292332840983452809246340780513103324018103267680   73293678540295214792261859648860198600019033567337641716449141836914687521324   63179869719616102395216681199528231239088959023339612775415561568190423817792   112263598153900136176016538058284113432758221753915706897398376243866688797623  2992982797665427567128842892266785847956839230839644237345510077532177842589    109082390846775272921056297592306187457084347341182451583551060473008620377471  13220867708386218806431219180671032932942256178576202990356002667093755842754   7189339998364120760105763745505033935307752674456626764669128501445908307554    -                                                                                                                                                                                              -                                                                                                                                                                                              0.854523683388602993218877584413523222023203025992533435558021602012074538442602     
D3                                                                               16940183241971489193454101281677220035766299976805836174404323646481147111484   10993229585602922143766832086672922809991200843161732238141606108787761672205   5946953656368567049687269195004297225775099133644103936262717537693385439279    30881681881370856451974303471711692544279690593675004765628489530957002910115   64841251266568170202920537494467217906585562931900012232331452250354977735488   8380268285339091449947000700399956715211814723607381184824254766328061978009    56082492336132436754399320175476197578966761507241598093019311217699785855815   49350058401681880818206092823150859665934829749814955781523913947967220874383   13941498639399367258520202190034472508513390616869168591224165884475855798631   2998684602572121934933899091642747527252909359936667583180157762005291312853    -                                                                                                                                                                                              -                                                                                                                                                                                              3.666017285103434576249021434886520041047278509647459821825813774785791421164510     
D2                                                                               68083483154353222255573716795064005223701950255646448015881431175832870666211   7092907774718183689134046115938644270968728275530223832942913059132010493772    60990575379635038566439670679125360952733221980116224182938518116700860172439   77361006382486468713279335055390333497779209917772956490058357578935300782615   101033708416586019212816624560710157441149354341370013774504846774862314623934  109800789821461829299420464649346774749980380895409326274911699560337328638005  61561396478426061896759733841594046207930721049697672196244409414547141113341   30010507630282536882726441142833024588896074301414613744894463471671649736926   9277523228133246457705618260326328274077259662126508474176926403102430116404    3140820557420497051634388972779707305161132620760888696642946354115859851383    -                                                                                                                                                                                              -                                                                                                                                                                                              2.258297678917215573177545573969293782753938167454362691417031580229273283700897     
D4                                                                               49486907639530253811067767489871277815901288334369851361711687377512098803012   66256854599651506011137006387545215355347050188714020065118166203918736582091   99022142277194943223501746111013970313391802424730735679198684315111523715258   66144684642070012552173580223269675688168354306787364937979520092914819723036   17825717599336661486363657650770309313134285214330414119720907748250924832704   67115583439932946933551219886459053273878895341545561930831336499205220514873   61561396478426061896759733841594046207930721049697672196244409414547141113341   86462487617817768229340353060304282473656078870407061489795308220667726501181   16657777002539758741105812733398397872267065972417513576267832715402720920024   16171353634450736328856142023074482071367156389534824209176021946706656962964   -                                                                                                                                                                                              -                                                                                                                                                                                              4.097174305711850510256223512098261783048863673796867783400625072055061004185818     
D1                                                                               65003452331065308989056963484321689793987050071624250312654084360236273932507   24153657352801918834001911756898070937191520797217168965213863263291058827626   40849794978263390155055051727423618856795529274407081347440221096945215104881   111107639897635316678511226674284137450565683949292821448141775405346698697758  67752608523058584137320383657340569844252046036050550444528030100177170245372   77850172914578063945711688641476053846030728689985671447378853985123424333625   61561396478426061896759733841594046207930721049697672196244409414547141113341   59822297416523503511310331307671965454691341747530785279020672550861573442190   46104187566570007689454263189962447656578633877668571135487691045110424765251   18899264764495301299602700294359242137408416193955679177166393315125849167256   -                                                                                                                                                                                              -                                                                                                                                                                                              1.278021005249774031324965315654171210886273471959515520655024680937359733344674     
D4                                                                               57930948500920243172218784071232544907518410619268788086493111450009482531758   105600236527925906571915557347530802729185771583379587682194381108818698554303  68122801210310532023874211732389650031170203314964104786903893482708945471792   94373863215092923704912546599749004291800111150322407345731146787008155874987   35941386442191958144682903932038201702136410857662003641883857835780430211548   11567587803275553797428291226644719127761989314768829508281709626808365705711   61561396478426061896759733841594046207930721049697672196244409414547141113341   36831420785213956776334800342590069201276575822147132085187723643881262823192   36442914714172680532693762528516459384281700531053619259238035336998673343229   21488033786747562639525021542716085523236710088215168827255076113010809188529   -                                                                                                                                                                                              -                                                                                                                                                                                              4.914374091921492667749165714234534676259205889476927269859866260006062752543247     
D95                                                                              38616907952573470424956299465930387650647063284426463727308685169841709628883   60227222794076614550202886825957899239803385024629663381700909360519424269794   94181774395813051298324397648660396263681242538871704728212938950840446853426   39803937712243418766767762278758386601215993871729635519522343463372378849008   28238881147653186301092347935076775204430553819083808401953390561228280259622   37762537589496918219704402754222466940120936673217912477034175052903810619910   190328081640734896452239331368728768398597062046500399117747298462441307630     108549121680722193292412136957837554129649679813092944769900551545952921102985  1187029759669948341811462812827998950568930587303171792213658293530669220125    631955643135123486989489455434421232441284490724966376471619776860294584883     -                                                                                                                                                                                              -                                                                                                                                                                                              95.30292742587148743303947852566080676334270777814139501031670761758677582756974     
D6                                                                               52669841151659534812200825446579461209146984231689333657422411396472086529316   96042473405405906616432096389902343587242412233862318156686330988415016156754   72419456983569823619339714065365025474742136276901919883341243549575231866899   90965925621254490517434732460447300783567514537689440390462182314549459152034   48104391730258677214192892668075825167811177342964130378965364563308391264360   22705554560932986624917796088267900074594819057248731263666407553648609850690   190328081640734896452239331368728768398597062046500399117747298462441307630     17785439892099985798386449734412750307477458888331286014923001991511175124113   38296084469594955705233907013867839574420530306000106733039770918077372622718   14373756682064579106966918432711621634726453925689226924382640478394713906598   -                                                                                                                                                                                              -                                                                                                                                                                                              6.681793460803930586654965003706802806520101229034864590194160573727115911420351     
D0                                                                               68189461853279428323808502415814599721690793780302690989137156152136586236509   11968916115151832640811756931196689829130288988323460940627810036543674211079   56220545738127595682996745484617909892560504791979230048509346115592912025430   95488357393114560831684468407422196798695954054242742105396774067152710453428   64092874648843290060918428726138900319819021683749845254182527141854319613040   88327467213552327877732998931314702198147585164947830489906232003790443893821   101232628169640438589560494942772732097534833678249799878495808604705822675384  82723486693134197204988343797248421554443291905562405237072923899103288871010   27298895539835132507875965991607597077005160273940051116259617915016124216919   13591670773609163308056570432599405567680473232422588756617920322104337802671   -                                                                                                                                                                                              -                                                                                                                                                                                              0.880606682909931853214233198851482708021797816701165394434988687159021042905907     
D0                                                                               47485305816997391537092297523514972324827738345769953906457991431959674261881   7078619432031056432881856035291943300669336875024522602512737121819017460827    40406686384966335104210441488223029024158401470745431303945254310140656801054   87080803125034427242281702305009029157345696365875902298179592570632193628742   110172673560757239722547642766775202380214108627537149966924397436089489046392  71328421711033492302939494796695068346798245358475553844645403110388337312904   101232628169640438589560494942772732097534833678249799878495808604705822675384  8171577227873608891308163797043095304668163689101500955511548056127817798183    39595497308037035705189404781494056832517958020105948391721601138672519366861   7889808508960355831902892742020915492309780325664005514736390293287154895020    -                                                                                                                                                                                              -                                                                                                                                                                                              0.897185200881866497249338208699929268435976221348061116874480997024503172988523     
D4                                                                               85209776039201598238696651005219613430889209299432125393841361884497855726688   53381666452579308169732515332139049900213282015345374461610346288842526465033   31828109586622290068964135673080563530675927284086750932231015595655329261655   99639296717954529883408614629395080986959066240235056696849210826970000988480   7394842848073442419117226774800474446813915483138980326190563905769424823298    100796543590607831263365139355617369262927076343152592805676918630520104515182  101232628169640438589560494942772732097534833678249799878495808604705822675384  62266335714223950683373764088476985294355594311311665823402772962655398716956   14429520678752931644711963624175467556069856940802931303007848942472145261792   13062172645436940015136832884342275650539924595417468878802117172137129417728   -                                                                                                                                                                                              -                                                                                                                                                                                              4.086737168584839905048644212046260873519710540449635639204370023534025870434307     
D10                                                                              47386634690136924833348712683858332634030075037638860540041067952421586971254   111026612834637837326085987666641197421759116027543657333874547627545486729937  52152111092815282930833710025905043065108523289170107588771683466394261735654   83690616590295558031063308795490996482266157569569776042093592045049045947180   46996821995040698739064244122548755281557098664169402964194721573657684517742   76817354094269839254127721752649031023888877365655931338863385053710643399765   101232628169640438589560494942772732097534833678249799878495808604705822675384  21151594400271996025089388925186333584916216428115888222659852968618632466405   36303981900158633197714596111632663848236082531930915502052524092627458975926   11082652789978291635634116572225668785793992505707945037988543859794127995328   -                                                                                                                                                                                              -                                                                                                                                                                                              10.01805388462912523401814256577092561214142131977395650900371964771820005534672     
D26                                                                              42577088037276109944397323534790258979270582087923529068823368597807498511408   110354104745279300505801860102179513909294493927620009147251447824031791537137  48015072529313004862166448441298652922813652439378424304177083915293868468608   81051459802974355894786253837446129078466281777313279930990764145345393670619   48080806216014162092392040090081795728665187341337651255469017844880995927785   91298658391577606310690664162554285507825452755218846413358923920801180107099   41615360378761417881860116729719683145687192704591617312317905489496610262290   64666355042457533155131716420001819340644374589487946398579491193001536948144   38474371765698245950388930302655870099195699689389750862167395547537895159211   4102716271577863994008393232134388880074882398533778206655973050269603352197    -                                                                                                                                                                                              -                                                                                                                                                                                              26.89781535949065425686276642341460079200745721755446936117340358473552955612553     
D280                                                                             96794622087302720953666671651990129859754625004791219110063497866241971386389   55191211668806716868416328111015614785466020470821355250679671455839761155922   41603410418496004085250343540974515074288604533969863859383826410402210230467   97058551119919052267827115573360100656294707133728712714790012204698190909223   99366719915640812659773020902298236280995587857229949635256898566118927338531   107977813390405363916525697475461930187438416559000059480206312577994237707121  41615360378761417881860116729719683145687192704591617312317905489496610262290   31634492976687431521356764969569705974276283131130516614227654575778979869434   263929032616331314160443921369970796540082128937493604726514338456219522834     196596149725459970944196430580818326084565813668559780159249991265626029145     -                                                                                                                                                                                              -                                                                                                                                                                                              280.7339398349327841244550606789262648713529922315774472637313511789231190807247     
D6                                                                               45129513738105441076530340756240570509274041867914242873046460141584668254813   61544518783582444655517256462232304541257165860316717651635098198132005593253   99377084191839191844584069302696173820854440286672429604016525084970824155897   80647700908952861245393615293572816721669445455910899677586962910005624407403   33724053757865194993847752013169425208838893236562328835960942296177292814938   108294702407783433035442493041102162528214096162586973858026760152110846370609  67899852692966725810513499921210929455494041726362467727879816259243323145657   75538249732625353702737116992268956445033710764247587822246674351132813998602   35518187170847420168863274537332246212395403587996656804540502768420956152590   9611326567258020907667066218908324296878638279917586068505957373163712102223    -                                                                                                                                                                                              -                                                                                                                                                                                              6.403332396720367416314170558326034887702388406177725746206485844162555630616832     
D9                                                                               63488930760209796285821464919640100553985855363168291826556940331859180201207   108107551204086801923854566081923590287860803129766406563740948492802630834549  71173468793439189785537883846404418118962616512476789645421154980574710860995   89729674856410301270924899776804152656532166442656068277796068141559846284716   33748886681740968153231565768144720094537834310460937428283495538641403432615   93198750761544360768713139930026631774292823360600045604684392808345634183671   67899852692966725810513499921210929455494041726362467727879816259243323145657   70496979931139695647753527806385915487616829493478473682511108241632174950047   26240744096200504985103434857164052102546311079487776451239127809700666083509   11007442567808786315614595205311996348893233204192738924078684712457848034189   -                                                                                                                                                                                              -                                                                                                                                                                                              9.821314127974360155096379740637019540314037792769473625474943003118740186274169     
D5                                                                               87045694686434265039962110449443057323123433950446739561044517537077754401793   86169460601695619006870496012294463051674614710330424454992090826425226777158   876234084738646033091614437148594271448819240116315106052426710652527624635     104705792018540605848183971873950280290375604579493631058479563815786377901251  23778540598372723527811672527265063055751943264466481275341888000691773757011   30690074194395853259714220393747927836847282656394512656519771414563442064616   67899852692966725810513499921210929455494041726362467727879816259243323145657   63680683009219134786436548547477005748332262067613395433357130754397062969897   17660097332106340808221861424507222967252170629046891497435046278708623499458   16405305358008901807074664751414165454114751434259173571304332422243260403961   -                                                                                                                                                                                              -                                                                                                                                                                                              5.252536220523842439701493547584993290202388067444309817076007606473123583871375     
D10                                                                              59696708059927070409103937031242427472568731232341262683479038950851232980658   86731097581516955472626391738960074848514068798805452012290856737758127069334   88757699715726310360048530300970260476892226712610715053793345354611267405661   68243586604686782358391740818903950865579085533697364291019280994330665305529   27789398898412245714748551334331880393175709807262494965385808358751816360246   40613991536681791575192431539693007969202358488038362893406436197672216416494   38762579833574823481369345534802955166292239967767972085955625323251470515266   66479847759711445320272899515111194151632604082006710879207788566212880400778   8546878544759711949287803787661523393010354301356101607540242043479432324871    8415436791368798713377114305273287114506605424204653038237586689974639031432    -                                                                                                                                                                                              -                                                                                                                                                                                              10.30619084091651227407779864017819276641892654060558315762675089909606680389445     
D12                                                                              35035031340906451459184300662393483050153185762020848646446544742978591736529   99763526788357807504174300730095095556396137615516562727083008507248247578607   51063593789864839378580984940986295346594612425579190301968699377248505652259   44018220790379547352620761005957109964765076314172985071978460835292076897636   36420151639048009980608642924545716464808336700724548852724723637479471859677   18469260467172326181135984533771865448481396969377515293161154509754955080245   38762579833574823481369345534802955166292239967767972085955625323251470515266   100091105419991551896404811929599919439813647748665924375480650471468521027668  8983189449473095893436460343563626914611890552152136425531916092313485161107    8085462992487163778874919631702602306317514105564439369850796466038136253208    -                                                                                                                                                                                              -                                                                                                                                                                                              12.33862883066262316730589846626331267457939500485800026005010306659823360096029     
D3                                                                               53694622986687581112783536094710152749361143307528868409658655989717842394193   18515246099437580396730607266314830925773703660415193962925979061249331209606   35179376887250000716052928828395321823587439647113674446732676928468511184587   101469927707622067209356981638313763982656230395346657119216834565298062297908  68586104732646934556138387814596103738166826440762737139680279572227993035880   10445844309166334837716443877898192081471505432221155561776101809353519932485   38762579833574823481369345534802955166292239967767972085955625323251470515266   40714227536868085893182065422865836796161940475901657128548230936495964328272   47775304720934486096573445543603611233295087087817788709558178575580219903715   5919318265753095016210090551106541516066056219711079700100477414137622490478    -                                                                                                                                                                                              -                                                                                                                                                                                              3.127935560849919549785893869919393793890280914194833581412335133312328780245170     
D14                                                                              84690086939088232129482642709027692423593843339310654917288067770601252303182   19687532092465681377270140249426483923530883756315421822333132851339267492371   65002554846622550752212502459601208500062959582995233094954934919261984810811   98585802561709366776217371825844070457400954031112201427993383800955932669042   36263840200862012822601893647829650446975437037008225589498144293023665055365   36059905290082041839264037743827807546050572763395845844808269199693285181343   38762579833574823481369345534802955166292239967767972085955625323251470515266   30629699868478031327707323155835213120883206303581566764301256666635963497985   13895715622621134646734729116816378033807110691801546510705316030354680365860   1315793203361424249074268008129424220751179188501375853056171588473170108022    -                                                                                                                                                                                              -                                                                                                                                                                                              14.96248197830056549089468912342737248064373377663285771335986644816562668827862     
D14                                                                              101728352611573066032047739756026212733624995409223405959935020497570429917293  41666295611251714515780115366170324653441552526003017711609556428095387270904   60062057000321351516267624389855888080183442883220388248325464069475042646389   114092813151645773236726525168451748460183666921871251142232225172426747303442  24891833864372107325115190653732587793243652491699916879530313525481110487488   90439574933671325918292474940037172657514508784159880449532995773384428470135   62224075411050821207449487074197730478572143410248591078631595867193923313143   85138134521189634456418823916812151570091246592668418022046661644366033647051   12364460540072707204678785412425535726558671512647845182297204674856317386149   2812668290991408394617456456621926921155623308040644501557383098719890828101    -                                                                                                                                                                                              -                                                                                                                                                                                              14.81379647386901508226976095969778418950904908159581870627264590142258016170132     
D15                                                                              29537572739311718098879848540607254152658568456017930239259472661140212263323   98683277242608445431507511411088106697770100774385856899401613063286208988778   46646384734019468090943322138207055307726031960706977722463022739372164768882   41091262933249550996150277994799837064072374153363932866178059869634249842017   82426288800983198055670555720533060784303098364431935464899334267875457331561   114938568253541787921439931306336740035169192719798386410798770975408816905653  62224075411050821207449487074197730478572143410248591078631595867193923313143   63690762197379169080970703494860634670553295444354830645851305464578203101229   11553690193937832897270429454192582911413805697346002626918587208494037578694   6430192351436052304338989632222088329830957061325924985422298244152137105935    -                                                                                                                                                                                              -                                                                                                                                                                                              15.34686240304608435441900553938713114203511797295440331272100518700902137629082     
D6490                                                                            35483063983942131053661811581495075052116760161707054326203491188673991099319   62637306894558544394968818934007701792865363286292328922383418402192952493004   88637846326699782082263977656175281112088961154489629786425235927999200100652   35719553401660369302912754485479106795441765759962849711635895101858671860428   55812501441967191706852477401254127991415989426089623453579900800878450689603   55573436229895067106071731860625111971943663090441235912598563134060330701878   62224075411050821207449487074197730478572143410248591078631595867193923313143   108042448308091402403383822596140633892817791818459841756215185566577465307832  236489417718238249250942903984031743325005598255795385432403913184680761109     9651326206393666020375983890313553365920423337746511342904210971876932969       -                                                                                                                                                                                              -                                                                                                                                                                                              6490.020703378932477926017663121344667918379323529220353248689128866974226010899     
D2                                                                               22684339642587293433642868134580220105707592460369283358608476720007087061987   16840257225222811537605654270855889253827856078815143725691364938814770279049   5844082417364481896037213863724330851879736381554139632917111781192316782938    38771786927168294567433355997116420897431308198083680213449719904274422601763   83229363741488546404326883117960266245875277173154232491451096060236713387787   61659431829142803832593280852459237418309772605316225075595404894440221644026   95000015224994168003740254946301932176813155437669177530139642560233680328265   48680517208408595438402640830657925914285391481702349449528122554281325031363   16087447284581001133790487862536200791723715737714396854841243184267335539776   6596892358006292299852380272044019313983876722654886503767233535739751522211    -                                                                                                                                                                                              -                                                                                                                                                                                              2.552756102619243136475318606172544098608609751020301249352092978881794686828703     
