Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         q           a           m1                       m2                       f                        
D4           4860        7819        7008        7928        6058        8096        7928        7864        3068        1792        -                        -                        4.36328125               
C            2677        5056        7588        2906        4635        6112        7928        9166        229         158         32                       -                        -                        
D9           6307        9467        6807        7628        1552        904         7928        385         1321        1023        -                        -                        9.254154447702834799     
D0           8881        47          8834        8997        7923        3092        8245        590         116         65          -                        -                        0.723076923076923076     
D7           8062        2213        5849        9358        1167        7558        8245        8312        1296        286         -                        -                        7.737762237762237762     
D115         4030        9844        4153        4293        2587        2321        8245        2824        263         85          -                        -                        115.8117647058823529     
D0           5738        840         4898        6953        2940        6108        8245        2848        1215        878         -                        -                        0.956719817767653758     
D0           5697        1249        4448        7826        8035        4835        8245        345         2129        1439        -                        -                        0.867963863794301598     
D14          8245        4800        3445        8853        6577        8756        8245        5379        608         341         -                        -                        14.07624633431085044     
D1           8144        2330        5814        9852        9705        2321        8245        7143        1708        1312        -                        -                        1.775914634146341463     
D128         4666        9760        4873        4972        5353        7836        8245        1510        306         76          -                        -                        128.4210526315789473     
D11          4716        4196        520         6168        8141        5324        8245        5729        1452        360         -                        -                        11.65555555555555555     
D16          1528        5050        6445        1935        8635        8686        8245        520         407         307         -                        -                        16.44951140065146579     
D51          6472        2672        3800        6532        9716        3111        8245        4953        60          52          -                        -                        51.38461538461538461     
C            2644        8316        4295        3171        441         5228        8245        8562        527         9           924                      -                        -                        
D6           7864        1077        6787        8965        9116        7087        8245        4707        1101        157         -                        -                        6.859872611464968152     
D2           7033        1540        5493        8336        4431        3196        8245        1260        1303        518         -                        -                        2.972972972972972973     
D6           6969        9338        7598        9770        8037        1286        8245        4612        2801        1367        -                        -                        6.831016825164594001     
D7           6973        6898        75          8500        5391        7970        8245        8602        1527        865         -                        -                        7.974566473988439306     
D6           6698        4798        1900        7545        4652        3946        8245        9261        847         769         -                        -                        6.239271781534460338     
D30          5341        9751        5557        5843        5506        3750        8245        4015        502         321         -                        -                        30.37694704049844236     
D5           6650        7531        9086        7988        346         6879        8245        7425        1338        1298        -                        -                        5.802003081664098613     
D7           2778        5716        7029        4808        5368        2838        5031        2296        2030        748         -                        -                        7.641711229946524064     
D11          5063        1598        3465        5277        6794        903         5031        2013        214         141         -                        -                        11.33333333333333333     
D170         851         9047        1771        984         3316        5615        5031        1719        133         53          -                        -                        170.6981132075471698     
D2           6117        6072        45          9543        7135        5772        5031        8360        3426        2691        -                        -                        2.256410256410256410     
D9           1964        3353        8578        3560        8847        8184        5031        1056        1596        368         -                        -                        9.111413043478260869     
D4           5579        6439        9107        9664        8921        8376        5031        4863        4085        1494        -                        -                        4.309906291834002677     
D425         1439        7241        4165        2150        4535        473         5031        995         711         17          -                        -                        425.9411764705882352     
D12          4778        2294        2484        5008        2821        3277        5031        2739        230         178         -                        -                        12.88764044943820224     
D3           2971        1864        1107        4174        1010        7583        5031        5311        1203        565         -                        -                        3.299115044247787610     
D20          7606        8918        8655        8324        5471        4423        5031        7859        718         426         -                        -                        20.93427230046948356     
D16          3696        8392        5271        5285        597         877         5031        3303        1589        518         -                        -                        16.20077220077220077     
D30          4891        4278        613         5081        4860        5245        5031        7027        190         141         -                        -                        30.34042553191489361     
D9           5720        3929        1791        6476        2619        8843        5031        7746        756         428         -                        -                        9.179906542056074766     
D36          6239        9095        7111        9234        8984        92          5031        5902        2995        249         -                        -                        36.52610441767068273     
D11          4553        7416        7104        5337        9475        2724        5031        2659        784         633         -                        -                        11.71563981042654028     
D3           8714        799         7915        9101        8071        1567        5031        131         387         200         -                        -                        3.995                    
D43          3135        9594        3508        3359        9722        3729        5031        4924        224         223         -                        -                        43.02242152466367713     
D13          6580        8159        8388        8571        42          916         5031        6127        1991        607         -                        -                        13.44151565074135090     
D3           6493        6008        485         8888        202         44          5031        5556        2395        1703        -                        -                        3.527891955372871403     
D13          6612        7321        9258        9647        3866        3501        5031        979         3035        542         -                        -                        13.50738007380073800     
C            6364        9546        6785        6551        9329        599         5031        3047        187         6           1591                     -                        -                        
D17          8446        1505        6941        8598        3084        410         5031        8497        152         86          -                        -                        17.5                     
D7           3290        2233        1057        6277        4634        5101        8157        5797        2987        303         -                        -                        7.369636963696369637     
D8           5756        8720        7003        6939        4083        3429        8157        2370        1183        1024        -                        -                        8.515625                 
D58          7059        3705        3354        7191        2943        9116        8157        5254        132         63          -                        -                        58.80952380952380952     
D8           6363        7678        8652        8172        7382        714         8157        1227        1809        936         -                        -                        8.202991452991452991     
D7           6861        8416        8412        9744        5522        4016        8157        4467        2883        1095        -                        -                        7.685844748858447488     
D4           6208        5259        949         7880        668         8248        8157        172         1672        1192        -                        -                        4.411912751677852349     
D11          1493        2841        8619        1802        5414        965         8157        1361        309         257         -                        -                        11.05447470817120622     
D22          3149        9157        3959        3836        5830        3372        8157        5898        687         401         -                        -                        22.83541147132169576     
D72          6063        8375        7655        9037        4515        7682        8157        3269        2974        115         -                        -                        72.82608695652173913     
D138         4373        7732        6608        8690        7724        3591        8157        7604        4317        56          -                        -                        138.0714285714285714     
D43          5842        8286        7523        6313        9945        9227        8157        5966        471         190         -                        -                        43.61052631578947368     
D38          7003        3387        3616        7185        626         9262        8157        2123        182         87          -                        -                        38.93103448275862069     
D4           4623        4594        29          8208        31          4766        8157        6257        3585        1038        -                        -                        4.425818882466281310     
D4           4645        5516        9096        8060        9559        2814        8157        6338        3415        1230        -                        -                        4.484552845528455284     
D8           4352        5013        9306        8146        5061        3899        8157        4373        3794        558         -                        -                        8.983870967741935483     
D30          7948        6075        1873        9498        848         7651        8157        8599        1550        198         -                        -                        30.68181818181818181     
D17          3691        4562        9096        4547        5552        6153        8157        3681        856         267         -                        -                        17.08614232209737827     
D10          4801        5102        9666        9131        2599        7148        8157        489         4330        471         -                        -                        10.83227176220806794     
D3           4732        3452        1280        8404        775         9502        8157        4107        3672        1060        -                        -                        3.256603773584905660     
D0           4390        246         4144        6459        2307        5252        8157        700         2069        252         -                        -                        0.976190476190476190     
D2           7676        3513        4163        9739        151         5081        8157        7350        2063        1487        -                        -                        2.362474781439139206     
D2           7558        2698        4860        9682        2038        83          8157        4530        2124        1186        -                        -                        2.274873524451939291     
D4           4796        5383        9380        8437        1549        3879        8157        4469        3641        1155        -                        -                        4.660606060606060606     
D14          4006        6424        7549        5786        976         6317        8157        2049        1780        446         -                        -                        14.40358744394618834     
D6           5215        7083        8099        9363        9628        5441        8157        7300        4148        1067        -                        -                        6.638238050609184629     
D0           4861        1981        2880        7434        9692        5482        8157        8800        2573        2288        -                        -                        0.865821678321678321     
D6           4284        4096        188         7958        1195        15          8157        9862        3674        610         -                        -                        6.714754098360655737     
D63          1199        9706        1460        2246        4454        8871        8157        3784        1047        152         -                        -                        63.85526315789473684     
D12          5153        2770        2383        7619        4622        9298        8157        7216        2466        221         -                        -                        12.53393665158371040     
D3           7304        3737        3567        9384        4995        816         8157        1625        2080        1064        -                        -                        3.512218045112781954     
D2           2877        1249        1628        4049        9273        7850        8157        4120        1172        533         -                        -                        2.343339587242026266     
D6           4964        9609        5322        6669        8865        3259        2982        3799        1705        1554        -                        -                        6.183397683397683397     
D9           3596        8744        4819        6251        9615        1936        2982        3373        2655        941         -                        -                        9.292242295430393198     
D21          8424        5755        2669        8904        1849        3638        2982        1879        480         264         -                        -                        21.79924242424242424     
D8           7028        3723        3305        8673        2676        5132        2982        3320        1645        448         -                        -                        8.310267857142857142     
D0           5742        672         5070        7255        8742        7032        2982        9283        1513        1203        -                        -                        0.558603491271820448     
D167         7120        7861        9226        7763        6229        2555        2982        5616        643         47          -                        -                        167.2553191489361702     
D42          3785        4683        9069        4119        5420        2544        2982        867         334         111         -                        -                        42.18918918918918918     
D2           5243        5602        9608        8489        1578        1376        2982        1191        3246        1997        -                        -                        2.805207811717576364     
D37          3588        8485        5070        5269        8308        7032        2982        9283        1681        226         -                        -                        37.54424778761061946     
D481         4253        9147        5073        4311        2012        4733        2982        4993        58          19          -                        -                        481.4210526315789473     
D1429        8530        5718        2812        9748        5046        7093        2982        1447        1218        4           -                        -                        1429.5                   
D50          6344        5281        1063        6760        9814        2757        2982        6089        416         104         -                        -                        50.77884615384615384     
D7           2829        9180        3616        4386        2679        7502        2982        2258        1557        1272        -                        -                        7.216981132075471698     
D4           2330        3214        9083        3155        2540        4455        2982        5644        825         680         -                        -                        4.726470588235294117     
D100         4536        4211        325         9030        1021        1356        2982        1937        4494        42          -                        -                        100.2619047619047619     
D3           7547        7267        280         9452        1760        4785        2982        2830        1905        1832        -                        -                        3.966703056768558952     
D17          2526        2557        9936        2709        7001        7019        2982        4035        183         147         -                        -                        17.39455782312925170     
D43          7495        8689        8773        8056        2740        6376        2982        1651        561         202         -                        -                        43.01485148514851485     
D26          1834        5634        6167        3459        54          6155        2982        6749        1625        209         -                        -                        26.95693779904306220     
D7           4992        2197        2795        5513        2851        5578        2982        1102        521         303         -                        -                        7.250825082508250825     
D206         8163        4757        3406        8200        1745        7687        2982        4852        37          23          -                        -                        206.8260869565217391     
D34          3149        5204        7912        4647        5825        8871        2982        6183        1498        153         -                        -                        34.01307189542483660     
D41          6711        3581        3130        6999        6174        2011        2982        6550        288         87          -                        -                        41.16091954022988505     
D3           8390        4379        4011        9836        201         9768        2982        8402        1446        1160        -                        -                        3.775                    
D0           4289        524         3765        6128        7899        479         2982        5070        1839        611         -                        -                        0.857610474631751227     
D6           6131        733         5398        8135        6493        494         4770        2120        2004        119         -                        -                        6.159663865546218487     
D390         1029        8586        2410        2036        6224        9820        4770        3502        1007        22          -                        -                        390.2727272727272727     
D331         7734        4306        3428        8837        3976        6011        4770        8830        1103        13          -                        -                        331.2307692307692307     
D27          2954        4147        8774        3889        1882        8089        4770        3810        935         149         -                        -                        27.83221476510067114     
D5           4979        6259        8687        6267        808         7446        4770        1525        1288        1115        -                        -                        5.613452914798206278     
D15          3766        5049        8684        7206        5044        6297        4770        5520        3440        326         -                        -                        15.48773006134969325     
D77          6824        3172        3652        7181        5883        5853        4770        6530        357         41          -                        -                        77.36585365853658536     
D3           4821        2680        2141        6858        7126        6323        4770        6549        2037        747         -                        -                        3.587684069611780455     
D5           6848        3493        3355        9928        8777        4548        4770        7443        3080        688         -                        -                        5.077034883720930232     
D16          1356        3493        7830        1736        3989        9850        4770        4306        380         216         -                        -                        16.17129629629629629     
D3           4209        5277        8899        6805        9241        2805        4770        4482        2596        1613        -                        -                        3.271543707377557346     
D99          1909        6884        4992        2024        2625        8935        4770        6260        115         69          -                        -                        99.76811594202898550     
D13          5739        3491        2248        8476        6387        9096        4770        7942        2737        265         -                        -                        13.17358490566037735     
D9           5989        9846        6110        8458        8997        4759        4770        7984        2469        1051        -                        -                        9.368220742150333016     
D1           2729        1065        1664        3806        7168        7473        4770        9112        1077        575         -                        -                        1.852173913043478260     
D13          6409        6138        271         7901        6723        5869        4770        4871        1492        441         -                        -                        13.91836734693877551     
D3           4883        1620        3263        7101        5774        1522        4770        7813        2218        447         -                        -                        3.624161073825503355     
D9           3839        6897        6909        5396        7490        4927        4770        9421        1557        725         -                        -                        9.513103448275862069     
D2           5640        1997        3643        7219        6891        9268        4770        1694        1579        903         -                        -                        2.211517165005537098     
D1           6097        821         5276        7037        1710        9907        4770        391         940         457         -                        -                        1.796498905908096280     
D150         9261        9191        70          9721        8348        1373        4770        6600        460         61          -                        -                        150.6721311475409836     
D6           5387        8333        7021        6764        8184        7839        4770        1186        1377        1256        -                        -                        6.634554140127388535     
D12          5222        2297        2925        5782        4792        5721        4770        4412        560         182         -                        -                        12.62087912087912087     
D8           5616        9384        6199        6754        6291        2010        6083        5995        1138        1064        -                        -                        8.819548872180451127     
D7           5279        5751        9495        6407        6564        6881        6083        3759        1128        767         -                        -                        7.498044328552803129     
D6           2630        8248        4349        4036        6456        1810        6083        3126        1406        1224        -                        -                        6.738562091503267973     
D2           5815        5786        29          9171        4681        7482        6083        9223        3356        2459        -                        -                        2.352989019926799512     
D154         3690        9888        3769        4208        6881        2253        6083        2755        518         64          -                        -                        154.5                    
D0           5412        1638        3774        9060        6143        7035        6083        2361        3648        1764        -                        -                        0.928571428571428571     
D9           2708        9855        2820        4331        8126        5352        6083        3714        1623        1085        -                        -                        9.082949308755760368     
C            7889        9757        8099        9056        6500        6184        6083        966         1167        887         11                       -                        -                        
D1           5579        1078        4501        7106        5526        4597        6083        4246        1527        998         -                        -                        1.080160320641282565     
D7           2505        2305        200         3233        3061        7679        6083        8903        728         321         -                        -                        7.180685358255451713     
D24          6806        5223        1583        8124        5742        9958        6083        3995        1318        216         -                        -                        24.18055555555555555     
D3           3909        4327        9549        5229        1519        8271        6083        8920        1320        1269        -                        -                        3.409771473601260835     
D30          5356        4205        1151        7964        3236        8220        6083        5031        2608        140         -                        -                        30.03571428571428571     
D3           4301        6652        7616        6550        9589        1512        6083        3252        2249        2052        -                        -                        3.241715399610136452     
D4           2816        3248        9535        4974        1727        5324        6083        4238        2158        658         -                        -                        4.936170212765957446     
D7           7472        3767        3705        8050        1104        9559        6083        1800        578         536         -                        -                        7.027985074626865671     
D3           5935        3340        2595        7606        4726        5312        6083        1245        1671        922         -                        -                        3.622559652928416485     
D27          6453        6253        200         6736        8224        6109        6083        2867        283         227         -                        -                        27.54625550660792951     
D15          2341        5855        6453        4307        1510        7455        6083        1225        1966        375         -                        -                        15.61333333333333333     
D305         7383        4578        2805        8304        9254        4210        6083        9681        921         15          -                        -                        305.2                    
D17          2368        5058        7277        2715        777         3313        6083        7780        347         286         -                        -                        17.68531468531468531     
D5           7765        8492        9240        9817        5786        2608        6083        2389        2052        1609        -                        -                        5.277812305779987569     
D4           4314        811         3503        8442        1777        919         6083        3119        4128        186         -                        -                        4.360215053763440860     
D6           5953        3573        2380        8645        3602        4759        6083        7984        2692        569         -                        -                        6.279437609841827768     
D0           6070        1883        4187        9712        1490        7057        6083        6831        3642        2428        -                        -                        0.775535420098846787     
D6           3787        7693        6061        6380        3536        2922        6083        1933        2593        1194        -                        -                        6.443048576214405360     
D1           5220        3379        1841        8248        1352        7732        6083        1558        3028        2192        -                        -                        1.541514598540145985     
D2           2511        3217        9261        3933        1640        2561        6083        5891        1422        1089        -                        -                        2.954086317722681359     
D14          3851        8187        5631        7151        7304        6244        6083        4230        3300        551         -                        -                        14.85843920145190562     
D1           5355        2917        2438        8986        3339        5722        6083        9544        3631        1724        -                        -                        1.691995359628770301     
D11          3462        9318        4111        4349        8467        8283        7597        2346        887         801         -                        -                        11.63295880149812734     
D33          9051        7974        1077        9318        9963        2654        7597        2990        267         240         -                        -                        33.225                   
D9           7398        1977        5421        9798        6338        8440        7597        8368        2400        198         -                        -                        9.984848484848484848     
D64          6278        8584        7661        6662        5354        6703        7597        5121        384         134         -                        -                        64.05970149253731343     
D1           3043        1003        2040        4227        1511        3202        7597        2250        1184        675         -                        -                        1.485925925925925925     
D3           3954        5339        8582        6183        3834        8635        7597        2796        2229        1725        -                        -                        3.095072463768115942     
D10          4247        4011        236         6185        9809        6206        7597        1804        1938        371         -                        -                        10.81132075471698113     
D16          2087        5379        6675        2673        5802        9952        7597        2923        586         329         -                        -                        16.34954407294832826     
D9           4405        4783        9589        8297        6822        6323        7597        3418        3892        513         -                        -                        9.323586744639376218     
D1           5895        3939        1956        9647        9948        1066        7597        1891        3752        2143        -                        -                        1.838077461502566495     
