Elliptic curve parameters:
name = secp256k1
mode = legacy
p = 115792089237316195423570985008687907853269984665640564039457584007908834671663
a = 0
b = 7
g = (55066263022277343669578718895168534326250603453777594175500187360389116729240, 32670510020758816978083085130507043184471273380659243275938904335757337482424)
n = 115792089237316195423570985008687907852837564279074904382605163141518161494337

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case                                                                             s                                                                               s_zk                                                                            s_rxk                                                                           s_zr                                                                            z                                                                               r                                                                               x                                                                               k-1                                                                             q                                                                               a                                                                               m1                                                                                                                                                                                             m2                                                                                                                                                                                             f                                                                                    
D323                                                                             44061584282413322202749208962368570787282067970177068739813343884961800735996   110806671251082212600507002924887609866195747694593617690708300921358108930096  49047002268647305025813191046168868773923884554658355431710206105121853300237   45680802504461552001805511470005169853262361153904618106658999300254307920988   84021737770306622975401834952993543070344981245602910530444583500079860901201   69049401444363692940518908283947992080163205142280757396741973153924272490674   78549262653015444498502058813696957949188200173352024909402288022606735106971   61853432565425028667799748647447976135103503637537610791147137480944398196912   1619218222048229799056302507636599065980293183727549366845655415292507184992    342692287111117628229041256180396005814152009533235834980647672064106741212     -                                                                                                                                                                                              -                                                                                                                                                                                              323.3415965826895347675189156049588156641070937658438282751044081847093181658310     
D13                                                                              65724926388152774302131010474047563348584411056123072134939247990794368626223   92019855458674792663348615380114076063195176806786941425791392707525607954030   89497160166794177062353380102621395138226798528411035091753018424786922166530   85292539643092917013678233025882484829232225465276281437620434064693255850102   84021737770306622975401834952993543070344981245602910530444583500079860901201   82539846710393399496040179622582490483657138233647848740959375178989291375407   78549262653015444498502058813696957949188200173352024909402288022606735106971   90513569153049014790199230690064663844654645931921759896498530111862357029276   19567613254940142711547222551834921480647814409153209302681186073898887223879   7022086623332346167489342818542798906640967828663444226895689769097706954586    -                                                                                                                                                                                              -                                                                                                                                                                                              13.10434638514991348958060526565509024710634243390742287652360125904383601497293     
D2                                                                               38552362874731379379128229369010508331294759194895304239020563184889436307883   14679672101610030491933607365744240051326975320881897266915508741581244479618   23872690773121348887194622003266268279967783874013406972105054443308191828265   71693974375271776794212201015934416832179437335589925848604396710547012907954   99150099821736590869058651671781837982827290136777158544107227237603209044121   50651290278368577870242224659647236013864760529139260793299176482350425659387   88665353937904034282972779134265850274126862888272344654418996796585978698783   40066456346714809954899295339995925634108650868427026702545130831805785787593   33141611500540397415083971646923908500884678140694621609583833525657576600071   5410751374190981964044257722086599830410081054200682629436729659231859707812    -                                                                                                                                                                                              -                                                                                                                                                                                              2.713056114836720218251855553769563796773836593241295658148027478650920883769211     
D2                                                                               43626497728764232724272739340049716940962531720478402654618220031147080132278   36422032123779500478545014039114204132807641498047043894126728491509249978974   7204465604984732245727725300935512808154890222431358760491491539637830153304    69131265507592934625406189223541304341144571431090537847970023000559079182685   99150099821736590869058651671781837982827290136777158544107227237603209044121   112884227855418284298606528133069339858221806313532187108820068429702290796058  88665353937904034282972779134265850274126862888272344654418996796585978698783   66830944121925421454463350876004568707189103521396466514828721977839313948879   25504767778828701901133449883491587400182039710612135193351802969411999050407   18121729949935530823139289456558129540780492009866267461266417061735081081871   -                                                                                                                                                                                              -                                                                                                                                                                                              2.009854038461105867765940105742527947507269590019524027331927939407069169116947     
D47                                                                              55144208895583461648007943885516932027846357011427542650580855250384425091971   113197664974109498184942587429492785327481079021951418955390852547794147668607  57738633158790158886636341464712054553202842268551028077795165844108438917701   72736641650875570734356961566662768715763705762569680996985399499825412113556   99150099821736590869058651671781837982827290136777158544107227237603209044121   72154306232679412664520773610643360282499016317473684185497804626318862450818   88665353937904034282972779134265850274126862888272344654418996796585978698783   50126781914615778625954230302039099527589046244134477516897568417323328554551   17592432755292109086349017681145836687917348751142138346404544249440987021585   2366910629707134388960890842079421964094310758001127611367222502061464027216    -                                                                                                                                                                                              -                                                                                                                                                                                              47.82506933441581456692094727710908583422135179352433714933779496708925677454728     
D19                                                                              39818530638379654594835326587760708814134825253486806802412347851707711696855   86178277638181148870260577123145537830031259323883643741304513160616662220801   69432342237514701148145734473303078836941130208678067443712997832609210970391   57492983967081616357763495538779016701839517999087236086272762608443439308954   99150099821736590869058651671781837982827290136777158544107227237603209044121   10972721464719921723331981084874582001708590008286336361441288552047429484533   88665353937904034282972779134265850274126862888272344654418996796585978698783   104677055326588412758427908785049188742598680177740802950774498695210550633622  17674453328701961762928168951018307887704692745600429283860414756735727612099   4469623980975731068978988685724093038725439762285948234691518338236256472657    -                                                                                                                                                                                              -                                                                                                                                                                                              19.28087866115489127194045144013690948276531324053086586513686355439666992700852     
D45                                                                              95280118025102337636719905841661473157138058491179110946301248441948745586144   28705508156512555651332271711480750628563540633849923632221907024184220168051   66574609868589781985387634130180722528574517857329187314079341417764525418093   96125155297139685773425843242079729726809528226274828246268155391782305114471   101350561367196192239622651180751847979442758464256528323985947664858535488032  105581679690868897616707305835771858511308109671953466312252906018633594281198  36888778099360726174639065473735020729770754775458117920293928962937381386820   2741367527260249076389187836435349900742900826281800710230858199998851148465    845037272037348136705937400418256569671469735095717299966906949833559528327     635943556919346325654916994816737353933448160458773350007670060590078413520     -                                                                                                                                                                                              -                                                                                                                                                                                              45.13845268842489069341326674058452717030023712087064920027186683621842686929884     
D5                                                                               70897811944997670037948533673330170585396701917176797602181372141559743021612   33580538151497908330690302431541379445152845152900528573983768060908251360685   37317273793499761707258231241788791140243856764276269028197604080651491660927   87054666693534644749704886287364075196349521460500791824378697798959903106481   101350561367196192239622651180751847979442758464256528323985947664858535488032  93182507953766303023016791227909709915928290522657536364648518999348917576780   36888778099360726174639065473735020729770754775458117920293928962937381386820   8422796233868304222190849159771279101704471440384691480692332713758095887611    16156854748536974711756352614033904610952819543323994222197325657400160084869   6270392950849771190923123217194552141585423743880820713392069511959102682136    -                                                                                                                                                                                              -                                                                                                                                                                                              5.355412079389224471187829058042467666223033881726921118043455437807530462675527     
D4                                                                               68906109614101675104327368316154867855810531303469797617413218371043542242018   15935383308485242192436216319288956054327421793422002127747195980123501272977   52970726305616432911891151996865911801483109510047795489666022390920040969041   78192709180924387913872947155344490178389959286768495382706331311845251274855   52839881366861350658455638784900026638643409396730350716235265317379555964302   25228787248079110976119818937208279083275904265623099498483128483055211883132   23856165208172517637055058388593636051675504760498599438860647428009960488056   82753225286936927696052623590447140103526908778006844844380684266910114786022   9286599566822712809545578839189622322579427983298697765293112940801709032837    3899912646342685437508316441827511597754535420378913260361427785431579012159    -                                                                                                                                                                                              -                                                                                                                                                                                              4.086087241833313514241061610880437989689476666133632842578501577824111381054243     
D4                                                                               56812668985145171604788831945410436680172895169336879334673346039288749709237   42126754698823538599483660531623734791529974370387713350658505844777596677828   14685914286321633005305171413786701888642920798949165984014840194511153031409   104969900915065618384443365498974988465580026848256152962496701976502538630661  52839881366861350658455638784900026638643409396730350716235265317379555964302   35353386716531086013094448301041139608680787461784073384323223891444710427666   23856165208172517637055058388593636051675504760498599438860647428009960488056   102398983263739716740263953691686843410991201878696233757513824842265234880021  48157231929920446779654533553564551785407131678919273627823355937213788921424   8655437055224724825134298391845884894765763490417605706849990102074960787813    -                                                                                                                                                                                              -                                                                                                                                                                                              4.867085790127068701371744479211046482499813254932128965158882435971353542991042     
D11                                                                              8006753204485688812919381407173777653683604319713235067904512635132007738890    27070316972738914125869883904758094562567073942783836778889057605852345764886   96728525469062970110620482511103590943954094656004302671620618170797823468341   13661186849965438166116237615878940826892055091925497626759620112594738788776   52839881366861350658455638784900026638643409396730350716235265317379555964302   63597368011267199571427630223552346808929606342819002653598660140115899419723   23856165208172517637055058388593636051675504760498599438860647428009960488056   26245539387912693253801145129255271408035325246845392260927801323626963642607   5654433645479749353196856208705163173208450772212262558855107477462731049886    2352319559005939459722525198468614480475153547500972509049405157669276689004    -                                                                                                                                                                                              -                                                                                                                                                                                              11.50792496244791172484808737075936535419211127496715753385389472143534765999714     
D858                                                                             42866792924024991369131676643795529271533989121900736618697348876332785465280   15722743909731618345231682038104923212421895390429442057770298843180735066324   27144049014293373023899994605690606059112093731471294560927050033152050398956   42901320310578998464011364133581583542304573561283511707941458575573562421316   52839881366861350658455638784900026638643409396730350716235265317379555964302   102174751916641350021199944681803355710921174168521541641916623347336875150877  23856165208172517637055058388593636051675504760498599438860647428009960488056   111724350894527445076502797128770138216726364397696050927101174279339022630934  34527386554007094879687489786054270770584439382775089244109699240776956036      18306210502186623439501819302179245238699847876850866757212118528583024604      -                                                                                                                                                                                              -                                                                                                                                                                                              858.8748560415375128245414513313366365057818292003083480844838819891264072957662     
D22                                                                              39485233660495294685256942105517909993859578083509349090241920062470758021280   107872313072873039675034978969594642007721897889541445392709877368465072292469  47405009824938450433792948144611175838975244473042808080137205835523847223148   74202393183816227541588601411209275621569332911649507593112949048652313363710   19575193422567080141003740820429361901687261842331599212717842364313757688842   101745978622665864981645794345605093377602369307923776299255850312524495458317  30747249952797012049025784408062223712081540268893081238745244174368150794374   29783442408440587437566473208944782083883276896765817669063580832683814021551   34717159523320932856331659305691365627709754828140158502871028986181555342430   4768074137174361828925282799826544366149823255369190587370891076289202678850    -                                                                                                                                                                                              -                                                                                                                                                                                              22.62387495862216696482391779799777215212298712880514038262434926719005461021969     
D13                                                                              72475751309015941082687330585886013945489007236280198504235843071466150093571   68504678242046942266857449346290915551034854047803059427822612871477734691915   3971073066968998815829881239595098394454153188477139076413230199988415401656    89314374250108673697100010606085303090397655537253578750912976804762597471212   19575193422567080141003740820429361901687261842331599212717842364313757688842   113834527925507385092853540751925494717719297412341255511525069155552478875201  30747249952797012049025784408062223712081540268893081238745244174368150794374   30724652440369010868641836605124328888707972283159422475130891125780864655733   16838622941092732614412680020199289144908648300973380246677133733296447377641   5121259544645010625036610505088857365854414032386677517527308138280360583007    -                                                                                                                                                                                              -                                                                                                                                                                                              13.37652927855962981361312976392662990910146878114487761268813980238373642797592     
D3                                                                               77755457308601353095986045212416506442226348374873636104757220896388870262495   49445546182096809391192548576190847679571911607592043620648346552294731706789   28309911126504543704793496636225658762654436767281592484108874344094138555706   99079550181775728863470354393676984062600333180635456368669090175062051218827   19575193422567080141003740820429361901687261842331599212717842364313757688842   75639645627813970906809806506350285169403723924089401622473297314662252381851   30747249952797012049025784408062223712081540268893081238745244174368150794374   81513250104488014151437729326105261995003380010458276074570770784547574358066   21324092873174375767484309181260477620373984805761820263911869278673180956332   13783178689078225793533117668635073581104393957588175313021613060369327393499   -                                                                                                                                                                                              -                                                                                                                                                                                              3.587383382127767137113554437746623604493793908040966341894330167184073026633474     
D0                                                                               68692960495401020664659138742364564125901688437161383306585622932571569952286   12375977958078798399578218815156965558893035740106612288207790714616840256060   56316982537322222265080919927207598567008652697054771018377832217954729696226   105930331882950497416084624419756029945828407229543451957977050179741570032300  19575193422567080141003740820429361901687261842331599212717842364313757688842   11985594472729791916165226989784642887991977821356442487706793510980142677897   30747249952797012049025784408062223712081540268893081238745244174368150794374   80742663912373600053887831358660717709908420022526138234370410002974504107887   37237371387549476751425485677391465819926718792382068651391427247170000080014   31455589107851543913233653064973098305974969644779314655194195685401569872272   -                                                                                                                                                                                              -                                                                                                                                                                                              0.393442892315428429004178882783685385860094465110771925412562008760794925007933     
D4                                                                               40685571091913366980029076746754943167682291999949672016084710605312080450635   73628937209404659680803031111243065488565971727923084764560207547624364944786   82848723119824902722797030644199785531953884551101491634129666199205877000186   66310130996929796193745579328777494141250906023928551332967599740959746127818   72240810610194412753031426966505832389633409531899951200292203103044402583704   44011426207998844057462813283989547872595364569989213907083630595936536618993   62265897143065826874234782266919406064789094376419076322062737053801615691396   50020360614002946363282425001077521016704123093411649015670210634281864125599   25624559905016429213716502582022550973568614023978879316882889135647665677183   15061011186896937766312574164732392194113677975970792699201821469664414773452   -                                                                                                                                                                                              -                                                                                                                                                                                              4.888711408265983462375348977823321986997456932881513523582906625264937736296005     
D16                                                                              39071686688932729316337512387402195426670935751693242601571402004637664459274   102267106135670356314038844086844701019037371196469465058605437996242593445817  52596669790578568425869653309245402260471128834298681925571127149913232507794   71933362665294100758629804296629270929022463389441010397280837905473497840145   72240810610194412753031426966505832389633409531899951200292203103044402583704   40569458836244707229891010040151280378581695075710688903112712000593991996956   62265897143065826874234782266919406064789094376419076322062737053801615691396   17600298780122455735242461517035105033886410690736579083051573175933635771320   32861675976361371442292291909227075502351527637747767795709435900835833380871   6210010712571357874045220478175119924319408113945474805861966103801831078403    -                                                                                                                                                                                              -                                                                                                                                                                                              16.46810462478654337401190321732406727790135040205356753199666040771911652743926     
D2                                                                               100432140789727899233592440666065323864273045114961032815410449701794780408813  21792661329960543802913132091755084765785244964624741154306674477345138396953   78639479459767355430679308574310239098487800150336291661103775224449642011860   113580927340855870486288792071712140249546978157761522836565420399788616726215  72240810610194412753031426966505832389633409531899951200292203103044402583704   54854636188248011405771739147312016661986910344638290559796646206989160522428   62265897143065826874234782266919406064789094376419076322062737053801615691396   109010045493460952341285528855691799306986208898875156957554110299246169929640  13148786551127971252696351405646816385273933042800490021154970697993836317402   8390634931832100464717980826537609167355513815357602667325654815837926186999    -                                                                                                                                                                                              -                                                                                                                                                                                              2.597260100935186601545576590964165722250171756940516988120942274459438837248496     
D0                                                                               21192254323314777066093954044874821519241532272153628167845557308945085234435   270990102682479303582915215701824813815337733496849760934105269194551510746     20921264220632297762511038829172996705426194538656778406911452039750533723689   39202585849949117327757686063858624287890897264565111703421902787906827443709   72240810610194412753031426966505832389633409531899951200292203103044402583704   1407400650562990453368599154872690047854376710507667911236759231533225838662    62265897143065826874234782266919406064789094376419076322062737053801615691396   96370732208091710730189967524765607862580419616446932767235721411651282195407   18010331526634340261663732018983802768649364992411483535576345478961742209274   3181922796680436804430222025891018750592167279742144632269211829983343025161    -                                                                                                                                                                                              -                                                                                                                                                                                              0.085165517832548175622451854827239624438009130461844426649597942626686433953803     
D0                                                                               80594700570722973422227704153525007217810317451719804104196184337712339717124   2353656892744506877638464558150571870677627620107590732709922909041104931128    78241043677978466544589239595374435347132689831612213371486261428671234785996   96174663117539648129152668159083398804776795153394507627953165592805093326178   72240810610194412753031426966505832389633409531899951200292203103044402583704   106431720272459753266008578873081594036784360502908432011790547157167342051141  62265897143065826874234782266919406064789094376419076322062737053801615691396   34869916716181619295621158922537024299093424763689110879006124159749415403490   15579962546816674706924964005558391586966477701674703523756981255092753609054   2694887836639599887602884125733049282977928943346286485411278062248571671854    -                                                                                                                                                                                              -                                                                                                                                                                                              0.873378424416879566020885909328185376563241721459538666122126189758259609497525     
D3                                                                               68022522209724010009067777705730768188687143508264963035116263859987837627376   25886233764230775484203021682488997142722617549521877261236870122018414085215   42136288445493234524864756023241771045964525958743085773879393737969423542161   97719705331731702425528786209535974124735159492076638749367704003608432597718   5224204800856254244052755384442086304950627816337229622140793153863315599199    96687666269165835780348534457204241553422641266576445362657796447141802827208   68198205819439100360960504778050950617604815790355648779486029131193724165849   18191038934989574922016488825174987740733440014627001915337245185526966184125   29697183122007692416461008503805205936048015983811675714251440143620594970342   8628155965708625176145760698120356316591111540641611606613383572746647686692    -                                                                                                                                                                                              -                                                                                                                                                                                              3.000204663326893735187559157390351951814329665840484470293386207097724071441800     
D7                                                                               31202226520670227225232054100060676559840948765644933074902333349236091710752   45809520265182139798238963508202642042869370475425696654975308017405193304842   101184795492804282850564075600545942369809142569294140802532188473349059900247  39448747251253126256277613196389999040184691595503596440943456450627610645458   5224204800856254244052755384442086304950627816337229622140793153863315599199    50225032472079957895886447976087393196407083818631355886771726533633603688707   68198205819439100360960504778050950617604815790355648779486029131193724165849   35418605007610446974006622280788952460567210071384405546078442335688805911177   8246520730582899031045559096329322480343742829858663366041123101391518934706    6462664328921530132095376811072709118809720276068942976778964045061534906634    -                                                                                                                                                                                              -                                                                                                                                                                                              7.088333531447190902697359601524635664957361872573349435105911591274157007227981     
