Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         q           a           m1                       m2                       f                        
C            691         3126        7532        706         4503        7103        6157        8467        15          1           3126                     -                        -                        
D41          2489        9903        2553        4738        3301        3827        6157        3           2249        240         -                        -                        41.2625                  
D20          2959        4570        8356        3301        714         7780        6157        9080        342         223         -                        -                        20.49327354260089686     
D775         9187        9308        9846        9554        5191        2832        6157        3095        367         12          -                        -                        775.6666666666666666     
D46          7037        9219        7785        7721        6125        3316        6157        5116        684         197         -                        -                        46.79695431472081218     
D61          3448        6329        7086        6793        9482        2226        6157        7940        3345        103         -                        -                        61.44660194174757281     
D485         4529        8252        6244        4553        7552        4637        6157        2023        24          17          -                        -                        485.4117647058823529     
D2           5102        1306        3796        9717        110         2716        6157        9254        4615        487         -                        -                        2.681724845995893223     
D28          5439        7225        8181        5838        2443        2487        6157        2663        399         252         -                        -                        28.67063492063492063     
D21          4398        1077        3321        4467        4227        1529        6157        9847        69          51          -                        -                        21.11764705882352941     
D0           3980        38          3942        5428        6724        7774        6157        3602        1448        1084        -                        -                        0.035055350553505535     
D11          2430        9738        2659        3982        1435        2913        6157        3174        1552        878         -                        -                        11.09111617312072892     
D1           5419        1920        3499        9130        7501        1419        6157        1139        3711        1708        -                        -                        1.124121779859484777     
D16          4798        8197        6568        9109        8399        9726        6157        2709        4311        487         -                        -                        16.83162217659137577     
D5           2640        3042        9565        3326        6400        2838        6157        2296        686         582         -                        -                        5.226804123711340206     
D3           5234        6055        9146        8525        2649        5933        6157        1940        3291        1943        -                        -                        3.116314976839938239     
D6           5919        5633        286         6933        1744        2410        6157        3758        1014        849         -                        -                        6.634864546525323910     
D6           6494        9502        6959        8988        6670        5076        6157        4834        2494        1506        -                        -                        6.309428950863213811     
D29          5308        3694        1614        6604        7029        6172        6157        2577        1296        124         -                        -                        29.79032258064516129     
D4           6621        8515        8073        8973        7472        4906        6157        7347        2352        1917        -                        -                        4.441836202399582681     
D34          7514        4211        3303        7850        8871        3976        6157        4916        336         122         -                        -                        34.51639344262295082     
D0           5570        726         4844        7010        5706        2010        6157        5995        1440        1250        -                        -                        0.5808                   
D7           4827        7837        6957        8636        5943        6091        6157        4880        3809        1018        -                        -                        7.698428290766208251     
D15          4082        6869        7180        5296        8296        3009        6157        7917        1214        440         -                        -                        15.61136363636363636     
D12          2950        5718        7199        5437        7413        7518        6157        2550        2487        463         -                        -                        12.34989200863930885     
D3           6412        3436        2976        9118        4221        8210        6157        1734        2706        1000        -                        -                        3.436                    
D53          4632        4145        487         4885        4651        4107        6157        6882        253         78          -                        -                        53.14102564102564102     
D2           2368        2534        9801        3744        2694        7349        6157        9228        1376        992         -                        -                        2.554435483870967741     
D90          7480        9153        8294        7637        7817        6074        6157        1660        157         101         -                        -                        90.62376237623762376     
D19          3349        1959        1390        4161        3661        905         6157        1389        812         101         -                        -                        19.39603960396039604     
D26          3441        4214        9194        4535        7056        6723        6157        8168        1094        159         -                        -                        26.50314465408805031     
D5           2906        3693        9180        3996        3719        5672        6157        872         1090        726         -                        -                        5.086776859504132231     
D13          8996        6706        2290        9563        2853        4503        6157        5040        567         491         -                        -                        13.65784114052953156     
D8           5810        4728        1082        6689        7330        3282        6157        8888        879         536         -                        -                        8.820895522388059701     
D606         6417        8496        7888        6754        7480        8766        6157        7559        337         14          -                        -                        606.8571428571428571     
D4           7130        2366        4764        7953        1147        789         6157        8179        823         546         -                        -                        4.333333333333333333     
D8           3471        8333        5105        5992        6515        2516        6157        5342        2521        950         -                        -                        8.771578947368421052     
D0           4916        331         4585        7646        7233        9308        6157        5625        2730        2186        -                        -                        0.151418115279048490     
D7           8052        5802        2250        9273        9944        4797        6157        7548        1221        726         -                        -                        7.991735537190082644     
D0           4602        454         4148        5856        5876        5836        6157        2100        1254        840         -                        -                        0.540476190476190476     
D12          8726        6496        2230        9754        9308        8591        6157        459         1028        502         -                        -                        12.94023904382470119     
D1           2704        136         2568        2961        9520        5211        6157        8116        257         134         -                        -                        1.014925373134328358     
D195         1563        4113        7417        1820        1635        1708        6157        7080        257         21          -                        -                        195.8571428571428571     
D125         4969        2391        2578        5059        6149        8757        6157        4915        90          19          -                        -                        125.8421052631578947     
D6           3734        8993        4708        6055        8226        3191        6157        2634        2321        1413        -                        -                        6.364472753007784854     
D0           5368        436         4932        6565        1773        3995        6157        197         1197        580         -                        -                        0.751724137931034482     
D4           5041        6166        8842        6818        8281        5612        6157        7043        1777        1487        -                        -                        4.146603900470746469     
D14          4877        6595        8249        9310        7632        6100        6157        360         4433        444         -                        -                        14.85360360360360360     
D1           4308        2304        2004        6861        4568        955         6157        4888        2553        1755        -                        -                        1.312820512820512820     
D38          7717        5492        2225        8222        6200        5361        6157        5666        505         142         -                        -                        38.67605633802816901     
D27          2148        7773        4342        3079        3977        9246        6157        3275        931         286         -                        -                        27.17832167832167832     
D7           6091        4359        1732        8864        8158        5064        6157        5072        2773        545         -                        -                        7.998165137614678899     
D495         6664        8424        8207        7055        7537        1002        6157        661         391         17          -                        -                        495.5294117647058823     
D6           4916        1254        3662        9643        1138        823         6157        8812        4727        189         -                        -                        6.634920634920634920     
D55          8227        4816        3411        9041        9669        70          6157        4867        814         87          -                        -                        55.35632183908045977     
D1           4859        661         4198        9355        4525        4099        6157        8683        4496        363         -                        -                        1.820936639118457300     
D61          963         4432        6498        1260        9175        5888        6157        2612        297         72          -                        -                        61.55555555555555555     
D0           3804        61          3743        6412        740         6797        6157        5886        2608        1196        -                        -                        0.051003344481605351     
D14          3166        5771        7362        5946        5496        7781        6157        3648        2780        386         -                        -                        14.95077720207253886     
D1           3362        2106        1256        5407        7642        2767        6157        4899        2045        1317        -                        -                        1.599088838268792710     
D0           4567        1469        3098        7527        6715        2894        6157        3233        2960        1607        -                        -                        0.914125700062227753     
D5           7130        9173        7924        9914        2435        5665        6157        4756        2784        1562        -                        -                        5.872599231754161331     
D11          5100        5856        9211        9672        5872        7022        6157        517         4572        528         -                        -                        11.09090909090909090     
D91          4400        9103        5264        5260        7630        1934        6157        7997        860         100         -                        -                        91.03                    
D24          4275        9203        5039        4925        9501        1893        6157        3766        650         375         -                        -                        24.54133333333333333     
D6           6550        5645        905         9418        9562        7089        6157        2324        2868        814         -                        -                        6.934889434889434889     
D4           6289        8350        7906        8470        9008        3265        6157        2548        2181        1927        -                        -                        4.333160352880124545     
D24          3156        4313        8810        4646        4023        1505        6157        1661        1490        176         -                        -                        24.50568181818181818     
D13          2795        9259        3503        3496        9418        9652        6157        8879        701         692         -                        -                        13.38005780346820809     
D0           818         169         649         1409        617         3120        6157        4378        591         227         -                        -                        0.744493392070484581     
D13          4936        7013        7890        5569        7488        5518        6157        7781        633         505         -                        -                        13.88712871287128712     
D1           7159        3692        3467        9798        9687        4023        6157        4116        2639        1881        -                        -                        1.962785752259436470     
D2           5280        377         4903        7857        3094        373         6157        42          2577        126         -                        -                        2.992063492063492063     
D0           5722        965         4757        6885        2093        9856        6157        8996        1163        1070        -                        -                        0.901869158878504672     
D8           4879        9210        5636        6129        4525        8345        6157        3295        1250        1129        -                        -                        8.157661647475642161     
D5           6685        5856        829         8554        8970        4710        6157        414         1869        1078        -                        -                        5.432282003710575139     
D55          3893        9361        4499        4112        2872        5915        6157        2672        219         170         -                        -                        55.06470588235294117     
D2           5437        5287        150         8554        6598        8787        6157        2948        3117        2320        -                        -                        2.278879310344827586     
D1           4816        2362        2454        7790        8853        3035        6157        3863        2974        1842        -                        -                        1.282301845819761129     
D7           5229        7021        8175        9485        1708        2579        6157        6499        4256        973         -                        -                        7.215827338129496402     
D0           5738        435         5303        9703        7085        8978        6157        3102        3965        1773        -                        -                        0.245346869712351945     
D3           6035        8220        7782        9899        7081        2977        6157        2463        3864        2171        -                        -                        3.786273606632888070     
D2           4075        3205        870         6666        5050        400         6157        7767        2591        1484        -                        -                        2.159703504043126684     
D43          8155        3519        4636        8522        2286        8000        6157        5142        367         81          -                        -                        43.44444444444444444     
D6           4162        2302        1860        6069        933         1000        6157        8773        1907        348         -                        -                        6.614942528735632183     
D1           6084        4203        1881        9777        5529        1370        6157        8513        3693        2391        -                        -                        1.757841907151819322     
D3           3363        3020        343         5920        8324        2429        6157        532         2557        806         -                        -                        3.746898263027295285     
D33          6173        9442        6698        8137        7586        9478        6157        5170        1964        281         -                        -                        33.60142348754448398     
D15          7296        4201        3095        9637        1452        2265        6157        2426        2341        273         -                        -                        15.38827838827838827     
D18          5236        9872        5331        9930        8952        3869        6157        6432        4694        542         -                        -                        18.21402214022140221     
D235         2016        3764        8219        2096        495         8300        6157        6612        80          16          -                        -                        235.25                   
D11          2900        8800        4067        5026        1263        730         6157        5752        2126        774         -                        -                        11.36950904392764857     
D64          5825        6743        9049        6969        1776        5442        6157        3545        1144        105         -                        -                        64.21904761904761904     
D28          4954        6423        8498        9684        4992        553         6157        5446        4730        224         -                        -                        28.67410714285714285     
D4           6584        4625        1959        8411        1780        9227        6157        5966        1827        1103        -                        -                        4.193109700815956482     
D1           5717        2316        3401        7798        2487        6227        6157        37          2081        1555        -                        -                        1.489389067524115755     
D4           3905        8796        5076        5895        2359        8909        6157        7592        1990        1915        -                        -                        4.593211488250652741     
D8           2839        6855        5951        4909        2626        1243        6157        3559        2070        769         -                        -                        8.914174252275682704     
D29          5788        6067        9688        6408        6359        2385        6157        3084        620         208         -                        -                        29.16826923076923076     
D1           2995        1214        1781        4062        3209        2837        6157        7787        1067        861         -                        -                        1.409988385598141695     
D49          6853        7755        9065        7034        4850        6368        6157        9013        181         156         -                        -                        49.71153846153846153     
D5           6400        7116        9251        8119        6904        6629        6157        3922        1719        1243        -                        -                        5.724859211584875301     
D2           6677        3903        2774        9361        5430        9229        6157        9786        2684        1309        -                        -                        2.981665393430099312     
D9           6127        5169        958         8926        1175        6132        6157        6519        2799        529         -                        -                        9.771266540642722117     
D218         8432        6981        1451        8474        1228        2523        6157        5046        42          32          -                        -                        218.15625                
D6           4736        3711        1025        8907        2735        1020        6157        9593        4171        565         -                        -                        6.568141592920353982     
D32          4335        8132        6170        6378        5057        697         6157        4111        2043        249         -                        -                        32.65863453815261044     
D9           5345        8187        7125        6470        2067        7834        6157        5501        1125        845         -                        -                        9.688757396449704142     
D9           2783        9687        3063        4537        6173        2019        6157        6657        1754        1029        -                        -                        9.413994169096209912     
D2           6104        2963        3141        8515        4443        4078        6157        2318        2411        1282        -                        -                        2.311232449297971918     
D0           4174        40          4134        7840        3604        9582        6157        354         3666        508         -                        -                        0.078740157480314960     
D15          2002        9592        2377        2687        2269        4675        6157        7586        685         632         -                        -                        15.17721518987341772     
D18          4649        5932        8684        5042        6198        5478        6157        7038        393         326         -                        -                        18.19631901840490797     
D22          5577        5883        9661        6905        5601        334         6157        7854        1328        265         -                        -                        22.2                     
D4           3992        119         3873        4057        1589        2706        6157        9528        65          27          -                        -                        4.407407407407407407     
D11          4499        1284        3215        6691        9603        9           6157        106         2192        115         -                        -                        11.16521739130434782     
D6           8530        5892        2638        9808        1957        7507        6157        7286        1278        862         -                        -                        6.835266821345707656     
D4           3731        1651        2080        5415        2706        5096        6157        2671        1684        363         -                        -                        4.548209366391184573     
D2           3109        1384        1725        4415        8058        7067        6157        8708        1306        497         -                        -                        2.784708249496981891     
D8           4981        4355        626         7201        6383        7070        6157        9379        2220        541         -                        -                        8.049907578558225508     
D405         5045        2028        3017        5115        5138        7968        6157        2142        70          5           -                        -                        405.6                    
D9           4179        6822        7324        7666        2044        5982        6157        3641        3487        692         -                        -                        9.858381502890173410     
D18          7533        7424        109         8722        2033        4348        6157        8745        1189        399         -                        -                        18.60651629072681704     
D7           7424        5538        1886        8543        8436        2618        6157        4573        1119        710         -                        -                        7.8                      
D5           2728        3331        9364        4881        270         6552        6157        8392        2153        575         -                        -                        5.793043478260869565     
D21          2473        4663        7777        3224        4435        2738        6157        4498        751         220         -                        -                        21.19545454545454545     
D42          700         2777        7890        1334        6268        5518        6157        7781        634         66          -                        -                        42.07575757575757575     
D42          5934        8734        7167        8799        5628        8295        6157        5403        2865        204         -                        -                        42.81372549019607843     
D12          7877        7101        776         9699        2814        2373        6157        1352        1822        589         -                        -                        12.05602716468590831     
D95          228         8916        1279        363         1900        7402        6157        7097        135         93          -                        -                        95.87096774193548387     
D1           6689        868         5821        8235        5071        5220        6157        2402        1546        505         -                        -                        1.718811881188118811     
D4           5166        1483        3683        7565        1851        8668        6157        5827        2399        368         -                        -                        4.029891304347826087     
D1           6593        2737        3856        8999        6206        1214        6157        789         2406        1781        -                        -                        1.536777091521617069     
D10          3820        1492        2328        5658        6192        1382        6157        7527        1838        144         -                        -                        10.36111111111111111     
D5           6437        7268        9136        8153        2066        2556        6157        814         1716        1289        -                        -                        5.638479441427463149     
D0           5358        789         4569        7222        6615        5356        6157        4005        1864        1630        -                        -                        0.484049079754601226     
D36          1336        4534        6769        2548        9101        1171        6157        2780        1212        124         -                        -                        36.56451612903225806     
D4           3121        3532        9556        5522        8192        3877        6157        5310        2401        720         -                        -                        4.905555555555555555     
D0           2961        495         2466        3780        1964        4143        6157        5882        819         504         -                        -                        0.982142857142857142     
D22          4893        4357        536         6460        636         5025        6157        2718        1567        192         -                        -                        22.69270833333333333     
D14          1540        8919        2588        2462        910         5961        6157        7381        922         618         -                        -                        14.43203883495145631     
D2           4391        708         3683        5769        1791        8668        6157        5827        1378        257         -                        -                        2.754863813229571984     
D18          5831        9054        6744        6595        2702        8114        6157        3397        764         483         -                        -                        18.74534161490683229     
D8           4971        5503        9435        5685        3770        3716        6157        3441        714         687         -                        -                        8.010189228529839883     
D23          6278        2717        3561        6718        7036        1817        6157        2036        440         118         -                        -                        23.02542372881355932     
D1           7436        2353        5083        9409        8867        9297        6157        5969        1973        1517        -                        -                        1.551087673038892551     
D4           6000        9938        6029        9585        8783        1061        6157        3342        3585        2415        -                        -                        4.115113871635610766     
D8           8264        1191        7073        9619        5487        1771        6157        1586        1355        134         -                        -                        8.888059701492537313     
D15          1956        2203        9720        2215        9529        5206        6157        1110        259         143         -                        -                        15.40559440559440559     
D11          1633        8923        2677        2468        7111        7607        6157        126         835         798         -                        -                        11.18170426065162907     
D12          5958        7074        8851        7038        4320        6937        6157        8349        1080        558         -                        -                        12.67741935483870967     
D11          7945        1922        6023        8213        4941        3090        6157        9570        268         173         -                        -                        11.10982658959537572     
D3           4933        7709        7191        7690        8732        478         6157        938         2757        2176        -                        -                        3.542738970588235294     
D201         4839        9086        5720        5121        7531        2416        6157        1772        282         45          -                        -                        201.9111111111111111     
D7           5546        6008        9505        7906        2595        5772        6157        8360        2360        826         -                        -                        7.273607748184019370     
D1           5486        2271        3215        7433        8578        9           6157        106         1947        1592        -                        -                        1.426507537688442211     
D695         8037        8342        9662        9642        9489        6694        6157        3569        1605        12          -                        -                        695.1666666666666666     
D1           8425        2116        6309        9871        4665        7057        6157        6831        1446        1195        -                        -                        1.770711297071129707     
D16          1512        6093        5386        1892        6279        9026        6157        8006        380         372         -                        -                        16.37903225806451612     
D2           4927        3452        1475        6651        8030        7010        6157        7130        1724        1479        -                        -                        2.334009465855307640     
D1           4672        177         4495        9255        8118        5655        6157        512         4583        89          -                        -                        1.988764044943820224     
D0           4190        681         3509        7079        7389        8816        6157        6839        2889        1301        -                        -                        0.523443504996156802     
D9           3434        6096        7305        4375        6767        5060        6157        2141        941         611         -                        -                        9.977086743044189852     
D110         1256        4209        7014        1459        1803        9216        6157        5956        203         38          -                        -                        110.7631578947368421     
D40          2780        4508        8239        3670        3431        7188        6157        5239        890         110         -                        -                        40.98181818181818181     
D6           5656        8014        7609        7845        7865        4278        6157        7507        2189        1278        -                        -                        6.270735524256651017     
D13          5311        8521        6757        6480        711         6822        6157        4624        1169        635         -                        -                        13.41889763779527559     
D23          1644        6839        4772        2320        7698        2147        6157        7794        676         292         -                        -                        23.42123287671232876     
D0           4407        538         3869        6327        3835        7601        6157        9320        1920        567         -                        -                        0.948853615520282186     
D2           4578        3705        873         7473        5728        9803        6157        7589        2895        1683        -                        -                        2.201426024955436720     
D4           4470        4850        9587        7956        6478        32          6157        2961        3486        984         -                        -                        4.928861788617886178     
D3           4897        5073        9791        8398        7810        3799        6157        4392        3501        1396        -                        -                        3.633954154727793696     
D3           5215        4382        833         7117        3421        3271        6157        9540        1902        1411        -                        -                        3.105598866052445074     
D36          6591        5993        598         8733        2619        3280        6157        2906        2142        165         -                        -                        36.32121212121212121     
D174         9149        9246        9870        9907        5879        4925        6157        3533        758         53          -                        -                        174.4528301886792452     
D8           3096        3564        9499        5790        6796        9654        6157        2658        2694        402         -                        -                        8.865671641791044776     
D0           5565        644         4921        9380        9049        5223        6157        9076        3815        1750        -                        -                        0.368                    
D34          5935        9035        6867        6880        5184        432         6157        915         945         265         -                        -                        34.09433962264150943     
D10          1968        4243        7692        2485        6666        7436        6157        6584        517         417         -                        -                        10.17505995203836930     
D3           4109        4867        9209        6953        2982        126         6157        6536        2844        1265        -                        -                        3.847430830039525691     
D12          5862        8023        7806        7162        7383        4001        6157        7314        1300        662         -                        -                        12.11933534743202416     
D2           7251        5419        1832        9786        1120        5366        6157        5371        2535        2181        -                        -                        2.484640073360843649     
D128         750         9799        918         1087        4051        6289        6157        6611        337         76          -                        -                        128.9342105263157894     
D1           8920        376         8544        9404        5338        9136        6157        1688        484         208         -                        -                        1.807692307692307692     
D2           8012        2594        5418        9022        5412        5022        6157        9566        1010        942         -                        -                        2.753715498938428874     
D7           4326        3575        751         8161        9408        3070        6157        5093        3835        491         -                        -                        7.281059063136456211     
D1           7590        1210        6380        8963        3594        8508        6157        5630        1373        725         -                        -                        1.668965517241379310     
D2           2692        1934        758         3669        9149        4516        6157        3190        977         738         -                        -                        2.620596205962059620     
D16          3845        8508        5304        5502        835         8768        6157        798         1657        531         -                        -                        16.02259887005649717     
D0           3120        70          3050        5977        2776        9427        6157        6829        2857        263         -                        -                        0.266159695817490494     
D10          8051        8357        9661        9863        6147        334         6157        7854        1812        803         -                        -                        10.40722291407222914     
D92          2455        7290        5132        2563        6700        6711        6157        492         108         79          -                        -                        92.27848101265822784     
D2           3318        1791        1527        4182        1864        4697        6157        2605        864         726         -                        -                        2.466942148760330578     
D242         6114        9460        6621        6339        1419        4851        6157        3329        225         39          -                        -                        242.5641025641025641     
D10          6138        6742        9363        8890        3173        9596        6157        3470        2752        634         -                        -                        10.63406940063091482     
D18          4884        8070        6781        9343        4677        5140        6157        4445        4459        425         -                        -                        18.98823529411764705     
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         q           a           m1                       m2                       f                        
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Statistics:

Total Key Count: 1
Transaction Limit Per Key: 1000
Total Transaction Count: 1000
Total Cases: 266
Case A Count: 0
Case B Count: 0
Case C Count: 1
Case D Count: 265
Case D0 Count: 20
Case D1 Count: 26
Case D2 Count: 23
Case D3 Count: 12
Case D4 Count: 15
Case D5 Count: 12
Case D6 Count: 14
Case D7 Count: 12
Case D8 Count: 9
Case D9 Count: 6
Case D10 Count: 6
Case D11 Count: 6
Case D12 Count: 6
Case D13 Count: 5
Case D14 Count: 3
Case D15 Count: 4
Case D16 Count: 4
Case D17 Count: 1
Case D18 Count: 7
Case D19 Count: 1
Case D20 Count: 1
Case D21 Count: 3
Case D22 Count: 2
Case D23 Count: 2
Case D24 Count: 3
Case D26 Count: 1
Case D27 Count: 2
Case D28 Count: 3
Case D29 Count: 2
Case D31 Count: 1
Case D32 Count: 1
Case D33 Count: 2
Case D34 Count: 2
Case D36 Count: 2
Case D38 Count: 1
Case D40 Count: 1
Case D41 Count: 1
Case D42 Count: 2
Case D43 Count: 1
Case D46 Count: 1
Case D49 Count: 1
Case D52 Count: 1
Case D53 Count: 1
Case D55 Count: 2
Case D57 Count: 1
Case D61 Count: 2
Case D64 Count: 1
Case D65 Count: 1
Case D90 Count: 1
Case D91 Count: 1
Case D92 Count: 1
Case D95 Count: 1
Case D98 Count: 1
Case D105 Count: 1
Case D110 Count: 1
Case D111 Count: 1
Case D117 Count: 1
Case D119 Count: 1
Case D125 Count: 2
Case D128 Count: 1
Case D165 Count: 1
Case D174 Count: 1
Case D180 Count: 1
Case D195 Count: 1
Case D201 Count: 1
Case D218 Count: 1
Case D235 Count: 1
Case D242 Count: 1
Case D250 Count: 1
Case D405 Count: 1
Case D485 Count: 1
Case D495 Count: 1
Case D544 Count: 1
Case D606 Count: 1
Case D695 Count: 1
Case D775 Count: 1
Spent time: 0.026 sec.
