Elliptic curve parameters:
name = secp256k1
mode = legacy
p = 115792089237316195423570985008687907853269984665640564039457584007908834671663
a = 0
b = 7
g = (55066263022277343669578718895168534326250603453777594175500187360389116729240, 32670510020758816978083085130507043184471273380659243275938904335757337482424)
n = 115792089237316195423570985008687907852837564279074904382605163141518161494337

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case                                                                             s                                                                               s_zk                                                                            s_rxk                                                                           s_zr                                                                            z                                                                               r                                                                               x                                                                               k-1                                                                             q                                                                               a                                                                               m1                                                                                                                                                                                             m2                                                                                                                                                                                             f                                                                                    
D5                                                                               61552797145644512207153870014452555748859746828958060272822844681823141081380   60950034592796731794780773167763792787885133250762435627845242611923211281483   602762552847780412373096846688762960974613578195624644977602069899929799897     86994542993945806769140386106317932393368284598499738515474134024716967199083   79635259393314242835292759378309547772237779041847740358397539312381302414244   93846108816810328481335487049449156487798019164928810939960651113039536567941   50434404951549047357867222013790873982128401044241654137448916620813543869565   76071935442621147240060973602853224479344821551021224251101902478946955364655   25441745848301294561986516091865376644508537769541678242651289342893826117703   10669305449041923083180837830721802459842671289874703787520265996035488845974   -                                                                                                                                                                                              -                                                                                                                                                                                              5.712652513690091448450959156661934736880680826855035613568202223872044530697916     
D1                                                                               103286514532982329245503297486646975101419388141570266675576938329370854056323  8152750425994434905129497246120736316881667895145331666663806010847975796361    95133764106987894340373800240526238784537720246424935008913132318522878259962   115669074592098373533954019366151788211886834711342476487988416104897683524487  79635259393314242835292759378309547772237779041847740358397539312381302414244   110684857046704347997266623751512525560979475561825873714945566241425707252641  50434404951549047357867222013790873982128401044241654137448916620813543869565   44250430649581886098710917446215259890781210386945887425831622972285675020701   12382560059116044288450721879504813110467446569772209812411477775526829468164   4226034060053974937897522450608470217679815583392588176285116125156218311011    -                                                                                                                                                                                              -                                                                                                                                                                                              1.929172910142212132836191265162674746536582166891421134417868016364183608658811     
D49                                                                              20315162842798660288771658486895431171548472587262800774941333378634525451090   76312169023112818617323495395152045382197433598820804779427090988224555071476   59795083057002037095019148100431293642188603267516900378119405531928131873951   26570596733720103180051903387470675229084223082554942070426730290047390517055   79635259393314242835292759378309547772237779041847740358397539312381302414244   70368889437246357936114946409591041526863876496718681621732416746069657375463   50434404951549047357867222013790873982128401044241654137448916620813543869565   83837090478938377441879335719622324562455009420082254040673442167446114111341   6255433890921442891280244900575244057535750495292141295485396911412865065965    1548861170034331614930923785169698998941221101386376888485142644395930253195    -                                                                                                                                                                                              -                                                                                                                                                                                              49.26985742784248690565939625848348615832831191564719847138565631714104697653953     
D18                                                                              15318394048167195224403922815826152445273295158646489656957717477235445514928   42984681997477263043420805310423468743159737860174814198646175461558508354610   88125801288006127604554102514090591554951121577546579840916705157195098654655   28281797273351166658826438760131842000597831884722896671523865640020583256918   79635259393314242835292759378309547772237779041847740358397539312381302414244   22275239677739370769675996640477535727230742032548210755818933508842830564794   50434404951549047357867222013790873982128401044241654137448916620813543869565   40942504626603475432768907852951934030462111718190498980410994062909792066383   12963403225183971434422515944305689555324536726076407014566148162785137741990   2354990822983223789981406871520462889948758432570082642391569314450307772938    -                                                                                                                                                                                              -                                                                                                                                                                                              18.25259002199664721454122559642510681017288581061249437522757301808732814072196     
D8                                                                               79206505777085476991535216236187215024255353835622132827092383048337898651560   13130457085365528565574129830696217354687217372104651541429479476165452912856   66076048691719948425961086405490997669568136463517481285662903572172445738704   88913341133784976698564645640733381468733746435416176818992444643660970962053   77292843768932180996504088342858083486772474277561184621925820624868369668438   13489944798627855427934647281485783160387240183989354183278064547423103865679   113823086406470143414783752572969513532325544875210311511888598097951326239239  86860884962238264639361573280153028846671732087829218504196144567676395222880   9706835356699499707029429404546166444478392599794043991900061595323072310493    1551822923489479335299780999817883468428213037269780891891890285753320167616    -                                                                                                                                                                                              -                                                                                                                                                                                              8.461311459325498993611054310810175165649508262253316123422805398020345176107404     
D15                                                                              37554054674705751421494456560316185311737425274561657230289178208307365946022   37499015695594556935193330007004803903448905993835169247967823500085832018451   55038979111194486301126553311381408288519280726487982321354708221533927571      72762504048536623059514948219365084890224533226986204277005135285991969858630   77292843768932180996504088342858083486772474277561184621925820624868369668438   84825233675688301054864159751119058320458636057351105987551767822587357715844   113823086406470143414783752572969513532325544875210311511888598097951326239239  37084510512762911042197706819788458188236061163670411597070705851589790914705   35208449373830871638020491659048899578487107952424547046715957077684603912608   2345605300874879783473964901267285733250317322137110183573221130622762033414    -                                                                                                                                                                                              -                                                                                                                                                                                              15.98692485969737516176602419730010522865633395494925482075715091090964121392361     
D15                                                                              97014038846543642919066749480140709432110785751976141787439392363626793541788   23655296203620620668873078314185080348668659338477895692265231801787999768683   73358742642923022250193671165955629083442126413498246095174160561838793773105   102038479336790124332611724440047338482898002827955837615218934260755882545678  77292843768932180996504088342858083486772474277561184621925820624868369668438   65912538168494271304861121852618797695234707955103922763864994288143328275335   113823086406470143414783752572969513532325544875210311511888598097951326239239  107460565099024289183581559442774357625132493535842271330685966236921627169597  5024440490246481413544974959906629050787217075979695827779541897129089003890    1549669531860496061712225241914757467153661308361921059628096318174102467878    -                                                                                                                                                                                              -                                                                                                                                                                                              15.26473594355348753796221711659485954389712118384355770388804149996317769503673     
D8                                                                               10650244023688339103948658347683049392993989506285844858588289179914968316028   10328143474655648557593367774968890689870873159968509577535787570381679903622   322100549032690546355290572714158703123116346317335281052501609533288412406     20125234533064185430723985876811814561399725360797672983354022640151632169155   77292843768932180996504088342858083486772474277561184621925820624868369668438   64953689694863515744953891087930108959639353072885588852283867609332881666323   113823086406470143414783752572969513532325544875210311511888598097951326239239  1474300324433334396588088864439661237195037391872405973509139062203882116439    9474990509375846326775327529128765168405735854511828124765733460236663853127    1175253514312492777173330818554284224588253651774016733822555719678304462901    -                                                                                                                                                                                              -                                                                                                                                                                                              8.788013265969658599356832919588712627237501550284131302037932914926917927487287     
D13                                                                              22144849654695439564271261437830630666045102504087261823896368269268700617133   53262298515578979800971700803563108772086676047865831975003029603991351610469   84674640376432655186870545642955429746795990735296334231498501806795510501001   31206379021292460359013285727405794148860409835725624358355254974546105150186   66181686172370532182926423065296204023114862116001455924426759967714031641231   60787412899480976951794095583268701859239420241305119157692711138292866371284   78051595916952806811677954339738472231947931903937131962989494924878556801163   31400494284057955010424213964425307061645855911548044250657059395534847934419   9061529366597020794742024289575163482815307331638362534458886705277404533053    4021790921501397974787212858680303700414487840810536754978594858713891551027    -                                                                                                                                                                                              -                                                                                                                                                                                              13.24342800388423071398740336839025795367802618854385696446413074338810512074185     
D38                                                                              13272012876744027191748709677477825752687078342038119896993478455840642991008   87650942978672406854738088709371402167829707945061635530994838036103606234729   41413159135387815760581605976794331437694934676051388748603803561255198250616   18762012797371748585349664813107364665336193382547682086585819552192504696666   66181686172370532182926423065296204023114862116001455924426759967714031641231   96253321477530417539180832534301328386382608014341392759264423814923209414173   78051595916952806811677954339738472231947931903937131962989494924878556801163   70033152226849546611306071208980859003403001813135895144448506526407946058657   5489999920627721393600955135629538912649115040509562189592341096351861705658    2292013035488584404546799406218747927388848261018995517808796263136919579692    -                                                                                                                                                                                              -                                                                                                                                                                                              38.24190422197490201084687416980299798422149174594539140707435517681233821106251     
D1                                                                               83030444203446400862119299246150304122662095162059937162258888275159450457714   37733272485979724096426580022674598405617073453817216229282805206201095021826   45297171717466676765692719223475705717045021708242720932976083068958355435888   113434908205423882704283563362934531620750792710431133255483161544226458772822  66181686172370532182926423065296204023114862116001455924426759967714031641231   47276537842321410661982151722862273223279874655260608600344007270442399115625   78051595916952806811677954339738472231947931903937131962989494924878556801163   106684057829873759333904695848151769692310663250219398596024315977352596324984  30404464001977481842164264116784227498088697548371196093224273269067008315108   22221516199491437177790771012581849126484700065317544975810341737025433827498   -                                                                                                                                                                                              -                                                                                                                                                                                              1.698051210692962967684103903785781048470923897665672283539941697947092037789250     
D3                                                                               58840110230144566720979323570919259995286758767521367050449758368916783044032   100467492169320099807878998240501861451024869562679038780999848616744047295786  74164707298140662336671310339105306397099453483917232652055072893690897242583   90175339997965976902562585068958527277174972107278071753671797431551015320025   66181686172370532182926423065296204023114862116001455924426759967714031641231   1823195581093008358065908494316395551811235736671191216274529141668547924835    78051595916952806811677954339738472231947931903937131962989494924878556801163   6823525959407031545859749480539835073856370462202851205191753845665022000998    31335229767821410181583261498039267281888213339756704703222039062634232275993   27504880462323156539396062072879992713398545427764662347227719306282550768039   -                                                                                                                                                                                              -                                                                                                                                                                                              3.652715099305480524105383982771118521614610601305001971704509107263550602951961     
D35                                                                              104597568718124163470910113564596647708557880910942062285102663133460657796566  72003971758870189597729317706802123883667802227012796552421038273283388835725   32593596959253973873180795857794523824890078683929265732681624860177268960841   107447103183527525886933703914528666331615826333216365817175442702494608396905  35865094866302344798010920581034966805314640549682645328781318644873554790379   70297966406089853541516590511314614636560622328672747006804738127585691426420   96197229547043994224209794723699299969726537098510154370769574234427182269759   52865688280103735612799660953332745137626095432289262833978966962675686435809   2849534465403362416023590349932018623057945422274303532072779569033950600339    2014327963603116494060860967043977278471845709067135130482598648238436184362    -                                                                                                                                                                                              -                                                                                                                                                                                              35.74590288171025403904011749534846173142114868606099196193600320498706835460703     
D39                                                                              27112009196968528266395132552149979968542018294543074811311932982534308151644   102010871652096523065034740584928549777384254086483529915388477091492954941429  40893226782188200624931376975909338043995328487134449278528619032559514704552   35288434329203034993969261209806993278528198324578524072082531137795334344402   35865094866302344798010920581034966805314640549682645328781318644873554790379   92812786912601394170289483018437776138149114485985351995286058049397822348696   96197229547043994224209794723699299969726537098510154370769574234427182269759   99597490346611197196624602326327267767114481057823967965950576841803909989043   8176425132234506727574128657657013309986180030035449260770598155261026192758    2582733800265008083672746579178940038583478204436727029000138516751229573370    -                                                                                                                                                                                              -                                                                                                                                                                                              39.49724576401541407587630918195986854401700184722285935172115106142599824383025     
D1                                                                               60308979860657545267755414878876320187629279094705410006545764228563917474126   20680914373306624292347269440688055715904494086605415252049700118934446293318   39628065487350920975408145438188264471724785008099994754496064109629471180808   101000332747615531251745786823546671865758538577459015062335133560876048600340  35865094866302344798010920581034966805314640549682645328781318644873554790379   95306317702729570859877120887942113818495071978556241839678370610344407660565   96197229547043994224209794723699299969726537098510154370769574234427182269759   22980124417935777513651729187102002325261263407755310651201162156152922661057   40691352886957985983990371944670351678129259482753605055789369332312131126214   19617626973699559283765042934205968509500019611951804950756394896251786347912   -                                                                                                                                                                                              -                                                                                                                                                                                              1.054200612593590703242730459478381239307485013753948790709891053257294985871332     
D14                                                                              13191521507844753138326224090129324462667733667059191416536623107449819397874   46799537420262130634412040598950110674146996352853572287215280938904030166734   82184073324898817927485168499867121641358301593280523511926505310063950725477   16528838663989244735657186365264805294493450620638616113377092057443685497040   89273824299629904409025328832955086621619950333631054220502361993194405674412   60166720479136932066132394393467882040268793566342445070468821773478247784408   84456257349137990754285930321059198489509387052946621315232391506603901432167   101968526640098228108800077327218485558638453674866967934324862203614786501001  3337317156144491597330962275135480831825716953579424696840468949993866099166    3179570039411278346333337264722881967190582806320917326015216257468221100376    -                                                                                                                                                                                              -                                                                                                                                                                                              14.71882576580304615000306564906265807477128260193855773884232381874286002261412     
D2                                                                               46335110543385881331614977460383492609176356411419613508611301647179081386942   56210794701923202464952529638808673400314203777181292929277364527403105519670   105916405078778874290233432830262727061699716913313224961939100261294137361609  70461521598852718849999746025961516848650947486797387878964932319688995491489   89273824299629904409025328832955086621619950333631054220502361993194405674412   36109465545556086533932331987165377113897945466550076490974248392567835152161   84456257349137990754285930321059198489509387052946621315232391506603901432167   73517452060616147066247365998731653159442462647162269934937052959893235123043   24126411055466837518384768565578024239474591075377774370353630672509914104547   22208699487919043813230208894805468369701765336041839138257670974669167282395   -                                                                                                                                                                                              -                                                                                                                                                                                              2.531025949200691200528131015326494142855359355448531128585032429968266725595805     
D160                                                                             98592777497692780486743714914522454566684289438639535147365764997253106835972   36932582797969963516897117112928061860143750977857743060242617833448467593093   61660194699722816969846597801594392706540538460781792087123147163804639242879   99361236852342209633385466602450253549115292714444183252788682023010456262164   52414812013530822791429125506811027282330677339088220312213293373035131402896   75037940883597798969247308936020072344775952748993127073367335798022198228732   54365552359079263864948303294680194347788510478349524097603272196129464502999   94678912214640273453814386147643813667418626811042340367379282774536686628049   768459354649429146641751687927798982431003275804648105422917025757349426192     229980102565849716599498859764184815515870135644577653232385700312380283396     -                                                                                                                                                                                              -                                                                                                                                                                                              160.5903397116502074707428374737818033256121684002843753187674141444576333129530     
D79                                                                              58254536299674114667932071005224113393623375974288130566948020799169165239126   102135459543627122575664977656720744987941054246158604749793560927209660005515  71911165993363187515838078357191276258519886007204430199759623013477666727948   64585302834182393398118812928063800313379324360871445613332032366214363082410   52414812013530822791429125506811027282330677339088220312213293373035131402896   97306263832110972822672150147713826396584107948248082566068988267106893489068   54365552359079263864948303294680194347788510478349524097603272196129464502999   6643788827545925110309446712917153660840759652414695927763268984508268831221    6330766534508278730186741922839686919755948386583315046384011567045197843284    1277637489099606096251393699666931115819840495038295149491916695762384649570    -                                                                                                                                                                                              -                                                                                                                                                                                              79.94087557309029778235558488234832574478386137149175558756963979135092435227272     
D19                                                                              14505508713121909751972024563352448031691041102072731659722315460610442242873   113245586939076674355350022709093189590321515436154649805985900517086533765828  17052011011361430820192986862947166294207089944992986236341578085042069971382   23316399397105306566278008041893462324757030521284723453030584098048785070079   52414812013530822791429125506811027282330677339088220312213293373035131402896   59051143547365167114233853426757300947100238155225941384586832556843060879143   54365552359079263864948303294680194347788510478349524097603272196129464502999   16855877530231709740699353117317847108217692703628693083553050393521080013716   8810890683983396814305983478541014293065989419211991793308268637438342827206    5694618029138512937666041084811433738625051682860739866414046823172099415667    -                                                                                                                                                                                              -                                                                                                                                                                                              19.88642370034581074251425289636458943687807193968460193126049664504570772135407     
D2                                                                               34321450829226571129771030368206851286080688147266290072193701879408776742301   40362428218289126380719749980902790639548564050959542241402989712874155089563   109751111848253640172622265395991968499369688375381652213395875308052783147075  52636098687320420580463007596418396040406005394785472755052006319296087682535   52414812013530822791429125506811027282330677339088220312213293373035131402896   80486678097272471558307169671164951154260418689863537076104249059923219559056   54365552359079263864948303294680194347788510478349524097603272196129464502999   94899577389384597959629817313546404119989611412753218763857772562084067959622   18314647858093849450691977228211544754325317247519182682858304439887310940234   16006802971132721679079053139995306531755370899747107389335397439521465802067   -                                                                                                                                                                                              -                                                                                                                                                                                              2.521579624056113341103203552453313533690394017757030097686282855284743188099853     
D0                                                                               51871866879409048380568263308243953969236627915169804743726751358434008963060   19442957386781324290081360696908318470038336539983402472052707840314033385031   32428909492627724090486902611335635499198291375186402271674043518119975578029   81293336907494178182058143053701870987991085878766934773567468565716608307164   52414812013530822791429125506811027282330677339088220312213293373035131402896   49698014119966269864909366755113534112249659817955439395291157806032762343502   54365552359079263864948303294680194347788510478349524097603272196129464502999   13372684332713486635881032513084339670237389418219567824567051692722113198837   29421470028085129801489879745457917018754457963597130029840717207282599344104   22450396851323918579078383562786036950482169951572674713886034151151409618956   -                                                                                                                                                                                              -                                                                                                                                                                                              0.866040699215290571496165041416575790926079290680575797410024149141982917840117     
D35                                                                              37475252341887609451355042847518409052373250097533305878937250837670964588148   9059670157273688935512359310538187444021774418468947777561143936563787085538    28415582184613920515842683536980221608351475679064358101376106901107177502610   38085374768671193880856647385850666224427205205564039516610782556978085042308   63533985546666769843915200508249998157019698586792479141344658592398899851630   69504469865313377400448243184742623591473040912258068078911684862426613187106   50366081396555408479061815747799657513220248745143986081601429265400540497106   98530024599509135142198621997271442209685775567552365482611544984940041397489   610122426783584429501604538332257172053955108030733637673531719307120454160     257784308088959251757166009250721557081988507658553980851815959936616884388     -                                                                                                                                                                                              -                                                                                                                                                                                              35.14438184556707393943693187497172545952777278555033361535217197719339773838705     
D1                                                                               71021185513774782875316112032142701768061141027439480120532936520355790363465   13901731256645613278524571640670450698236937629431884800156348516258502945557   57119454257129169596791540391472251069824203398007595320376588004097287417908   86494704411062942387355527511369873430977855552809265803370115452161863032896   102777006330464866884261170698657196494367574964733241934812614156800556619356  74948181347909356398052764022137411601040477233906925572566803719793635468808   1756525899842249561087159792192896366923611188312007701865944939011170779148    47221402401128631593537274915227433306878356946485217575108259663792240978446   15473518897288159512039415479227171662916714525369785682837178931806072669431   9127109924622144827158450115234015116394282925960337389184220793131499685741    -                                                                                                                                                                                              -                                                                                                                                                                                              1.523125213945654765355456115969435752126656600691944644132852630699311153826770     
D0                                                                               72969959536614888644759939091654755954126325932378271383858039439424716217610   18397419280231403079196419807483485139343625419296506160939335718549053401645   54572540256383485565563519284171270814782700513081765222918703720875662815965   110725611167651280696928875896014187855673795872522715627196270650582385484037  102777006330464866884261170698657196494367574964733241934812614156800556619356  101803796065791671963854903014439834470061740598892543643781451917199895377755  1756525899842249561087159792192896366923611188312007701865944939011170779148    11645583037076373102046818334563065220455190300333495898117924848705597823052   37755651631036392052168936804359431901547469940144444243338231211157669266427   35214307905578496592591002287295324052578855992233827140519808228267046951183   -                                                                                                                                                                                              -                                                                                                                                                                                              0.522441597590420466767443117705575939934400185706388144894292069865300261831735     
D10                                                                              47896910168101349834351891093673966977464628104012737928473641229792030698240   106722807243803722437064465132427385390809241111560549034793309119423448124545  56966192161613822820858410969934489439492951271527093276285495251886744068032   85703079866664320448110690737617083280689249632100889411702866352496212933558   102777006330464866884261170698657196494367574964733241934812614156800556619356  114784754474588272014040263346506447003282623466569666251757561728684855259641  1756525899842249561087159792192896366923611188312007701865944939011170779148    79312042500186754296075537240910436960025147683636579283437420219034617511525   37806169698562970613758799643943116303224621528088151483229225122704182235318   10090740469538379220593091449730850674240006575924586445244416107087848462922   -                                                                                                                                                                                              -                                                                                                                                                                                              10.57631078373042005948051039850851705336245374854776878343014608353292563837386     
D199                                                                             42295325791274156385299818762912971169415519466168478809515016870440485409533   42985308167124542234318591215254215800758433765061645479845866387232674006284   115102106861465809574552212556346663221494649980181737712274313624725972897586  63335470332765357828733990808891051430155064838920357761857815807703915311263   10326521199227970279390782165140115586880291233084519611755297902841339490321   35958343467549370626831756077477066420542694093344970645695379229711381964004   84778813308220600846758322305007043388451174506677977260118621086791761156594   106611262553694607100686225994399568424067650278546723772016407146758965159817  21040144541491201443434172045978080260739545372751878952342798937263429901730   215036708291753498431474670956810647936428720664720904829418995913625606073     -                                                                                                                                                                                              -                                                                                                                                                                                              199.8975361397540402158370536981692489834570848655127358186306385326945346385967     
D4                                                                               32870458393937368635683216685389989169995452843955346208007167672802168833740   35668543477837072875642471812359570014968031176575511511254785133903815118502   112994004153416491183611729881718327007864985946454739079357545680416515209575  57688353256643637441247121114068578359976430499872134447110741552718450771958   10326521199227970279390782165140115586880291233084519611755297902841339490321   91640030391035792230707944964494548296819646682528821285194831085605121955886   84778813308220600846758322305007043388451174506677977260118621086791761156594   36668992995424572166904088825733093381053513648031168691324287333142977063983   24817894862706268805563904428678589189980977655916788239103573879916281938218   8052563531231099830119312256711399980014475188038557968903593792885886895522    -                                                                                                                                                                                              -                                                                                                                                                                                              4.429464398449019129587959016680409777731496422516036715416694445353095978302745     
D2                                                                               85423062740713681223132633093717721878157977950666599868036188345581882801448   33435353147746707699772039240341779064974398892906138409852495114903193610157   51987709592966973523360593853375942813183579057760461458183693230678689191291   103473804381247081665821639844176717890414259803839807558805776083462335664495  10326521199227970279390782165140115586880291233084519611755297902841339490321   47336508199356001120305023264341501644235737544373779601654730838700471016533   84778813308220600846758322305007043388451174506677977260118621086791761156594   110934013902611781265513838111494407126255629548903383322830627576340222862274  18050741640533400442689006750458996012256281853173207690769587737880452863047   13220096178580079452376606091881737829132850537973769104957837394060071349260   -                                                                                                                                                                                              -                                                                                                                                                                                              2.529130854730125917134716484161863060965839154274011716927259406386031467030738     
