Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         a           m1          m2          f                        
D19          47841       82742       64766       40576       15509       51658       37307       99396       4251        -           -           19.46412608797929898     
D3           53540       51405       2135        73098       7757        44106       37307       16954       14424       -           -           3.563851913477537437     
D2           58763       42901       15862       18553       39426       44591       37307       16137       18553       -           -           2.312348407265671320     
D2           32817       91850       40634       97834       41616       31850       37307       22730       32817       -           -           2.798854252369198890     
D7           46653       84753       61567       29183       54158       20945       37307       71477       11713       -           -           7.235806368991718603     
D12          26126       37924       87869       49240       72561       52571       37307       9213        3012        -           -           12.59096945551128818     
D2           51566       20834       30732       7428        55212       86280       37307       23825       7428        -           -           2.804792676359719978     
D58          99318       36457       62861       97908       53039       14302       37307       37198       618         -           -           58.99190938511326860     
D548         22866       76295       46238       45593       45636       10591       37307       24023       139         -           -           548.8848920863309352     
D3           39821       42326       97162       25471       79819       22239       37307       15434       11121       -           -           3.805952702095135329     
D3           23628       83077       40218       73238       696         13566       37307       81600       23628       -           -           3.516040291179955984     
D7           10091       79233       30525       34292       59806       12786       37307       44592       10091       -           -           7.851848181547913982     
D0           14047       1763        12284       52785       66240       48277       37307       65408       14047       -           -           0.125507225742151349     
D75          74608       64453       10155       66413       21123       95584       37307       10728       853         -           -           75.56037514654161781     
D12          66188       45942       20246       34940       47924       48158       37307       78817       3692        -           -           12.44366197183098591     
D48          79180       50327       28853       1048        41403       21800       37307       39557       1048        -           -           48.02194656488549618     
D2           99187       44425       54762       20470       18891       92572       37307       33900       20470       -           -           2.170249145090376160     
D51          12590       16262       95995       24865       68139       67760       37307       2990        315         -           -           51.62539682539682539     
D1           38709       47900       90476       82364       22029       60707       37307       35731       38709       -           -           1.237438321837298819     
D0           91711       5854        85857       25450       52587       65181       37307       98909       25450       -           -           0.230019646365422396     
D1           81583       56258       25325       31310       8385        18487       37307       88453       31310       -           -           1.796806132226125838     
D48          51370       80455       70582       76222       739         35843       37307       24385       1666        -           -           48.29231692677070828     
D4           77724       30596       47128       6614        55919       6110        37307       83327       6614        -           -           4.625944965225279709     
D0           43842       5039        38803       62020       48076       25484       37307       63767       7486        -           -           0.673123163238044349     
D1           76147       45624       30523       29495       43842       5418        37307       83191       29495       -           -           1.546838447194439735     
D1           92288       22520       69768       15228       89475       68412       37307       36219       15228       -           -           1.478854741266088783     
D5           72128       94935       76860       43989       74464       18387       37307       67999       15850       -           -           5.989589905362776025     
D42          64771       13308       51463       61841       15316       18934       37307       49509       311         -           -           42.79099678456591639     
D14          67971       5622        62349       58315       11492       90505       37307       9315        379         -           -           14.83377308707124010     
D1           95837       38329       57508       37214       56931       43158       37307       81389       37214       -           -           1.029961842317407427     
D6           33870       84158       49379       12398       50034       60210       37307       28754       12398       -           -           6.788030327472172931     
D19          97735       75804       21931       66440       87670       59901       37307       76906       3850        -           -           19.68935064935064935     
D3           19026       69557       49136       95060       94671       61425       37307       3956        19026       -           -           3.655891937348890991     
D6           89656       96375       92948       14051       14263       35506       37307       81205       14051       -           -           6.858942424026759661     
D4           87174       94058       92783       21685       1997        27710       37307       646         21685       -           -           4.337468296057182384     
D7           55990       71296       84361       71282       37487       39279       37307       21907       10114       -           -           7.049238679058730472     
D106         670         71274       29063       33396       54959       91944       37307       31632       670         -           -           106.3791044776119403     
D6           42189       33419       8770        23508       76599       1347        37307       21744       4827        -           -           6.923347835094261446     
D1           76142       30507       45635       26318       74937       8680        37307       29383       26318       -           -           1.159168629835093852     
D13          4954        65519       39102       64577       3070        21740       37307       24792       4954        -           -           13.22547436415018167     
D21          45687       93644       51710       87010       72500       19206       37307       6281        4364        -           -           21.45829514207149404     
D6           64726       46553       18173       7549        63275       22805       37307       27394       7549        -           -           6.166777056563783282     
D2           84370       16769       67601       5863        4933        51845       37307       72314       5863        -           -           2.860139860139860139     
D3           92038       93634       98071       57993       58359       95021       37307       4278        23948       -           -           3.909888090863537664     
D0           76361       15370       60991       27980       25334       35479       37307       59634       27980       -           -           0.549320943531093638     
D1           44536       11624       32912       9885        95895       12971       37307       90046       9885        -           -           1.175923115832068791     
D25          42862       83902       58627       29662       56684       90120       37307       60230       3262        -           -           25.72103004291845493     
D0           73946       1961        71985       97014       91136       87225       37307       78509       4742        -           -           0.413538591311682834     
D2034        98146       73232       24914       36          42235       56664       37307       52116       36          -           -           2034.222222222222222     
D44          74808       58877       15931       79707       91405       16312       37307       42323       1323        -           -           44.50264550264550264     
D1           51392       19235       32157       34191       22869       91510       37307       39451       16990       -           -           1.132136550912301353     
D78          6740        96631       9776        8577        59815       23476       37307       34813       1229        -           -           78.62571196094385679     
D32          505         16478       83694       80036       65748       7229        37307       22008       505         -           -           32.62970297029702970     
D1           70797       32371       38426       26060       28246       61715       37307       34916       26060       -           -           1.242171910974673829     
D28          3199        91282       11584       82381       9521        31256       37307       37475       3199        -           -           28.53454204438887152     
D7           11357       80218       30806       66790       23920       62128       37307       93612       11357       -           -           7.063308972439904904     
D11          7170        23032       83805       4592        60094       44591       37307       83530       2014        -           -           11.43594836146971201     
D10107       58315       70755       87227       29161       26251       8855        37307       13891       7           -           -           10107.85714285714285     
D13          34833       64774       69726       39813       1608        9508        37307       11321       4953        -           -           13.07773066828184938     
D73          92914       56517       36397       772         44759       18580       37307       6706        772         -           -           73.20854922279792746     
D0           91650       24071       67579       39342       63397       55331       37307       38396       39342       -           -           0.611839764119770220     
D2           14835       36791       77711       63976       9092        90729       37307       53751       14835       -           -           2.480013481631277384     
D0           24663       9594        15069       54905       59431       60159       37307       64547       24663       -           -           0.389003770830799172     
D0           32949       13828       19121       71928       11160       27656       37307       73912       32949       -           -           0.419678897690369965     
D6           67409       76098       90978       12589       29865       1629        37307       85573       12589       -           -           6.044801016760664071     
D2           59439       71489       87617       28741       38216       29192       37307       38488       28741       -           -           2.487352562541317281     
D3           24259       3557        20702       22812       68448       9663        37307       12058       1107        -           -           3.213188798554652213     
D2908        11863       52357       59173       11978       12543       44896       37307       74228       18          -           -           2908.722222222222222     
D1           44026       30466       13560       70181       98497       50455       37307       56026       17871       -           -           1.704773096077443903     
D4           42517       80763       61421       20108       30217       25507       37307       23088       20108       -           -           4.016461110005967774     
D7           27571       54440       72798       47753       59571       61453       37307       63772       7389        -           -           7.367708756259304371     
D5           95957       38749       57208       78058       39671       13345       37307       93259       6462        -           -           5.996440730424017332     
D1           58306       9774        48532       32895       95881       74939       37307       23848       7484        -           -           1.305986103687867450     
D9           86964       36366       50598       3840        98778       43607       37307       7919        3840        -           -           9.4703125                
D12          54531       59504       94694       4853        2639        59938       37307       93458       4853        -           -           12.26128168143416443     
D3           21136       76461       44342       83235       67539       95250       37307       47247       21136       -           -           3.617571915215745647     
D159         82817       31378       51439       80387       74157       49971       37307       88820       197         -           -           159.2791878172588832     
D8           77048       90231       86484       93586       24688       62441       37307       95678       10896       -           -           8.281112334801762114     
D0           27871       16695       11176       91347       7037        58479       37307       74742       27871       -           -           0.599009723368375731     
D11          94973       94200       773         51561       29711       10005       37307       83726       8149        -           -           11.55970057675788440     
D140         17472       65622       51517       23140       40232       24407       37307       70154       468         -           -           140.2179487179487179     
D2           28212       82825       45054       76247       57660       94723       37307       44295       28212       -           -           2.935807457819367645     
D7           35382       91872       43177       12156       21924       95958       37307       80687       12156       -           -           7.557749259624876604     
D6           80926       57696       23230       70572       73496       83281       37307       3212        8448        -           -           6.829545454545454545     
D10          21138       94789       26016       8693        8728        99314       37307       38939       8693        -           -           10.90406073852525020     
D3           26463       93005       33125       87329       16061       13881       37307       10791       26463       -           -           3.514529720742168310     
D0           93094       8909        84185       51983       30837       7151        37307       95666       10872       -           -           0.819444444444444444     
D0           65700       7388        58312       27235       62335       72854       37307       71816       27235       -           -           0.271268588213695612     
D1           98963       19598       79365       55212       40920       79998       37307       33140       11461       -           -           1.709972951749411046     
D2           69740       36609       33131       14507       32569       65219       37307       18301       14507       -           -           2.523540359826290756     
D0           94695       23242       71453       23668       86925       95191       37307       1719        23668       -           -           0.982001014027378739     
D3           64946       74439       90174       87315       93348       5270        37307       4373        20208       -           -           3.683640142517814726     
D6           14423       96640       17450       78626       3444        48583       37307       11025       14423       -           -           6.700409068848367191     
D18          64935       32884       32051       43874       55220       3607        37307       88636       1752        -           -           18.76940639269406392     
D16          47745       33257       14488       36327       26657       88119       37307       35098       2073        -           -           16.04293294741919922     
D12          6335        81730       24272       63345       37977       64066       37307       22698       6335        -           -           12.90134175217048145     
D1           58243       16571       41672       34038       16010       10996       37307       13429       9833        -           -           1.685243567578561985     
D20          11860       77667       33860       7825        30222       8446        37307       6186        3790        -           -           20.49261213720316622     
D4           12100       51894       59873       82476       39859       43093       37307       16347       12100       -           -           4.288760330578512396     
D6           46227       92160       53734       29951       67319       46391       37307       62839       13675       -           -           6.739305301645338208     
D31          9660        65137       44190       2058        32617       61575       37307       47805       2058        -           -           31.65063168124392614     
D12          71025       48833       22192       3848        30772       90378       37307       4034        3848        -           -           12.69048856548856548     
D2           13414       8971        4443        22469       88012       39138       37307       43851       4359        -           -           2.058040835053911447     
D41          34671       47827       86511       38860       895         9509        37307       38918       1159        -           -           41.26574633304572907     
D10          20240       58778       61129       12930       93127       31544       37307       6605        5620        -           -           10.45871886120996441     
D20          59303       75552       83418       3675        19588       54988       37307       19807       3675        -           -           20.55836734693877551     
D4           18430       10145       8285        34751       38949       39577       37307       65992       2109        -           -           4.810336652441915599     
D0           8365        7293        1072        28588       95615       46924       37307       34311       8365        -           -           0.871846981470412432     
D6           94040       67213       26827       52170       25423       21513       37307       98274       10300       -           -           6.525533980582524271     
D1           26169       39805       86031       71726       51048       34485       37307       9265        26169       -           -           1.521074553861439107     
D36          40712       89538       50841       2420        39074       27252       37307       11302       2420        -           -           36.99917355371900826     
D5           10832       56869       53630       43445       29847       41789       37307       88085       10832       -           -           5.250092319054652880     
D6           41938       65806       75799       52613       3935        13716       37307       40846       9913        -           -           6.638353676989811358     
D139         11560       69076       42151       22624       15690       6341        37307       67097       496         -           -           139.2661290322580645     
D2           47270       53311       93626       70911       4935        38730       37307       20954       23629       -           -           2.256168267806508950     
D5           17412       46451       70628       8198        70848       47670       37307       34347       8198        -           -           5.666138082459136374     
D20          63895       80988       82574       75896       82447       61509       37307       8816        3890        -           -           20.81953727506426735     
D33          66220       51397       14823       72102       73961       30216       37307       43186       1518        -           -           33.85836627140974967     
D1           89337       55829       33508       29553       50626       61158       37307       21513       29553       -           -           1.889114472303996210     
D14          10308       46075       63900       6704        47399       24827       34560       69967       3100        -           -           14.86290322580645161     
C            52300       47860       4440        2393        85984       38758       34560       77491       2393        20          -           -                        
C            3           77784       21886       13096       80243       11452       34560       26801       3           25928       -           -                        
C            52936       41920       11016       52999       70370       97590       34560       95886       16          2620        -           -                        
C            73177       79469       93375       73086       38027       30232       3743        21030       13          6113        -           -                        
C            57169       92247       64589       57167       50942       21990       3743        21662       1           92247       -           -                        
C            692         46364       53995       88598       24602       21726       63802       26610       692         67          -           -                        
C            58937       70444       88160       50518       80993       33579       63802       89245       4           17611       -           -                        
C            47812       48705       98774       1           88939       53689       63802       59333       1           48705       -           -                        
C            5467        71058       34076       3645        50322       80802       63802       80940       1           71058       -           -                        
C            57214       56000       1214        57047       89890       3348        51140       12064       100         560         -           -                        
C            97716       91752       5964        2           33727       35680       77280       24539       2           45876       -           -                        
C            26316       18924       7392        26364       42272       51560       77280       49485       12          1577        -           -                        
C            51846       83619       67894       42357       9757        91908       30522       29          4401        19          -           -                        
C            59905       83400       76172       59862       26281       34289       4700        59949       6           13900       -           -                        
C            2           89540       10129       74870       52125       22019       4700        92747       2           44770       -           -                        
C            13139       31474       81332       13136       31439       92655       48211       69209       2           15737       -           -                        
C            83271       35586       47685       75701       45695       33192       48211       61186       1           35586       -           -                        
C            25          62450       37242       9914        13277       8078        48211       74389       25          2498        -           -                        
C            20438       74664       45441       9333        67637       37679       70533       2431        9333        8           -           -                        
C            91476       20014       71462       87817       50358       87958       6409        15335       1           20014       -           -                        
C            30771       12015       18756       38430       34284       26322       6409        37406       135         89          -           -                        
C            77134       21558       55576       84146       81500       37987       55303       26080       2           10779       -           -                        
C            91497       93510       97654       87685       90207       22695       21329       71527       9           10390       -           -                        
C            12777       40698       71746       12657       1970        58643       21329       61541       57          714         -           -                        
C            45412       88704       56375       90536       91082       5829        21329       3844        288         308         -           -                        
C            61300       24136       37164       61363       41587       54035       21329       42159       1           24136       -           -                        
C            54658       35388       19270       56610       55870       56765       21329       53707       2           17694       -           -                        
C            24047       65234       58480       24012       46553       69992       96593       61427       2           32617       -           -                        
C            13224       71834       41057       11903       44420       19725       96593       34461       14          5131        -           -                        
C            54722       55072       99317       48833       61866       39875       92799       95998       1721        32          -           -                        
C            24373       31135       92905       24333       61303       97866       92799       21575       13          2395        -           -                        
C            20608       83952       36323       20514       65777       78439       3988        74214       22          3816        -           -                        
C            57597       93580       63684       4679        82307       45912       42595       21237       4679        20          -           -                        
C            52681       71496       80852       1           49177       77426       28303       44449       1           71496       -           -                        
C            65408       37086       28322       65235       81293       33980       54102       60729       14          2649        -           -                        
C            72112       81990       89789       72173       24096       14302       69042       62469       10          8199        -           -                        
C            44090       2240        41850       44285       9060        1600        25829       96147       20          112         -           -                        
C            94386       78654       15732       94441       44597       33033       25829       50261       6           13109       -           -                        
C            80929       67000       13929       85425       19388       24952       37183       41067       1           67000       -           -                        
C            44520       60160       84027       44545       76564       4558        97798       9993        20          3008        -           -                        
C            44001       12004       31997       44005       75400       31705       97798       17697       1           12004       -           -                        
E            30811       32619       97859       -           56937       90946       74505       36309       -           -           -           -                        
C            957         85353       15271       955         6718        83867       7713        74533       1           85353       -           -                        
C            14886       63444       51109       8376        94386       31799       7713        53379       1866        34          -           -                        
C            64654       20058       44596       68457       51233       67455       11843       93806       3           6686        -           -                        
C            75877       93480       82064       75595       44575       89920       78131       68556       19          4920        -           -                        
C            86680       11760       74920       980         44052       57078       78131       86934       980         12          -           -                        
C            51811       50692       1119        56992       37001       33847       13526       94370       1           50692       -           -                        
C            49519       33437       16082       49573       94197       35503       13526       2563        1           33437       -           -                        
C            49883       44290       5593        49577       12641       63237       59778       19139       5           8858        -           -                        
C            91733       49871       41862       93082       88329       76821       59778       63472       1           49871       -           -                        
C            30585       48150       82102       30429       4914        42173       59778       50756       9           5350        -           -                        
C            70514       93868       76313       67514       57151       68220       59778       75313       1514        62          -           -                        
C            85325       71730       13595       84876       8649        27528       50204       88267       15          4782        -           -                        
C            18122       61722       56067       16914       87695       62586       66399       5506        2           30861       -           -                        
C            56185       10591       45594       57011       64628       35611       81142       93608       17          623         -           -                        
C            15091       24273       90485       15629       94032       44162       81142       81781       27          899         -           -                        
C            43017       34625       8392        43055       31369       8850        81142       88624       1           34625       -           -                        
C            57046       27570       29476       56852       80512       84580       81142       5618        10          2757        -           -                        
C            33876       74880       58663       67464       12774       22476       81142       98128       288         260         -           -                        
C            29113       37675       91105       29200       12470       77530       93114       26818       55          685         -           -                        
C            22251       50283       71635       25941       61911       64861       56505       18807       111         453         -           -                        
C            58893       81360       77200       39265       39805       77421       83159       29648       9           9040        -           -                        
C            67459       43081       24378       67563       14712       6122        83159       90924       67          643         -           -                        
C            3936        90590       13013       7870        33368       12826       10635       20236       2           45295       -           -                        
C            306         27540       72433       48505       86870       28517       10635       25746       306         90          -           -                        
C            83895       24962       58933       84287       73010       15644       10635       8333        7           3566        -           -                        
C            32330       75492       56505       32402       48058       5090        75051       5178        2           37746       -           -                        
C            89082       350         88732       89320       16898       91002       75051       77372       70          5           -           -                        
C            19101       65105       53663       19097       49943       98021       98860       34272       1           65105       -           -                        
C            97132       79476       17656       12          55673       51408       5435        12712       12          6623        -           -                        
C            52017       27328       24689       52532       75644       21414       62850       72209       2           13664       -           -                        
C            42071       41217       854         42064       8953        46749       62850       24618       1           41217       -           -                        
C            65979       76514       89132       52810       99527       20980       38707       72068       134         571         -           -                        
C            69286       9114        60172       64358       89547       16874       75731       51822       294         31          -           -                        
C            40993       52069       88591       40261       98238       40285       75731       48716       1           52069       -           -                        
C            95844       68820       27024       95580       69565       36550       85691       46901       12          5735        -           -                        
C            61109       33167       27942       71291       58002       27108       85691       25932       17          1951        -           -                        
C            40602       28512       12090       37705       12398       72217       85691       2623        44          648         -           -                        
C            3808        73465       30010       3885        21336       49147       8895        89828       35          2099        -           -                        
C            12          93492       6187        65597       98000       77506       8895        13755       12          7791        -           -                        
C            66811       24189       42622       66641       79006       2785        6026        31938       1           24189       -           -                        
C            78201       49962       28239       86021       76539       31571       85290       97898       1           49962       -           -                        
C            2375        63117       38925       2388        52614       83448       85290       88058       9           7013        -           -                        
C            83064       23846       59218       82945       46442       20194       56069       87332       2           11923       -           -                        
C            84570       42762       41808       84534       52812       38376       56069       46075       6           7127        -           -                        
C            18729       90592       27804       19064       72230       8663        37046       53421       304         298         -           -                        
C            12784       88288       24163       12898       90515       29511       37046       21248       16          5518        -           -                        
C            29122       88726       40063       28602       89136       81654       37046       66676       2           44363       -           -                        
C            12          22896       76783       63562       85803       66234       60660       39106       12          1908        -           -                        
C            70107       63891       6216        69327       26471       20180       60660       84831       687         93          -           -                        
C            26429       9548        16881       26378       96833       91991       4462        71951       11          868         -           -                        
C            61389       22218       39171       55303       98933       45413       4462        44236       529         42          -           -                        
C            1210        25410       75467       41460       44459       59047       4462        47367       1210        21          -           -                        
C            60328       95232       64763       40220       89098       88083       4462        88455       4           23808       -           -                        
C            95907       71232       24675       95979       31666       22032       4462        89012       3           23744       -           -                        
F            55493       18106       37387       55493       16877       64633       55994       15190       -           -           -           -                        
A            94424       21497       72927       70115       36069       42564       55994       60543       21497       1           -           -                        
C            56959       67179       89447       56956       54242       67068       55994       62447       1           67179       -           -                        
C            54175       51037       3138        58022       33385       74290       55994       7462        317         161         -           -                        
C            45209       89400       55476       44910       32931       61425       62098       95711       60          1490        -           -                        
C            13974       66255       47386       13551       83692       28561       74598       8512        15          4417        -           -                        
C            20833       76482       44018       20755       7271        28720       47264       1628        7           10926       -           -                        
C            15703       72711       42659       23550       64130       65181       47264       758         9           8079        -           -                        
C            1           81696       17972       36608       65136       13833       47264       79397       1           81696       -           -                        
C            30386       68544       61509       29992       37956       26711       8052        68064       48          1428        -           -                        
C            1035        89820       10882       1360        17932       74767       8052        61566       60          1497        -           -                        
C            95236       36468       58768       95143       39072       57639       12350       99270       4           9117        -           -                        
C            53217       12296       40921       53390       50635       76107       12350       64802       106         116         -           -                        
C            79645       44447       35198       79624       66698       55918       78369       28633       13          3419        -           -                        
C            34506       64952       69221       51406       9645        181         53266       96305       706         92          -           -                        
C            38459       42047       96079       38428       58050       94201       53266       45772       19          2213        -           -                        
C            4384        98696       5355        5144        93328       31209       53266       81240       584         169         -           -                        
C            50139       36432       13707       66844       1119        94828       53266       88477       24          1518        -           -                        
C            88220       89298       98589       88301       97175       42639       96923       47238       11          8118        -           -                        
C            15788       20512       94943       22400       96513       50174       96923       17184       2564        8           -           -                        
C            10754       28848       81573       2404        62907       57078       82636       86934       2404        12          -           -                        
C            73389       80249       92807       64987       21936       18427       30328       49351       6173        13          -           -                        
C            66733       19884       46849       1657        24369       42302       30328       9289        1657        12          -           -                        
C            42571       40597       1974        42526       51093       80986       37017       20844       1           40597       -           -                        
C            98258       7596        90662       633         88661       57078       37017       86934       633         12          -           -                        
C            21300       31240       89727       19670       10395       4700        2597        32698       110         284         -           -                        
C            62798       60106       2692        62805       31706       94674       2597        78375       1           60106       -           -                        
C            65508       18144       47364       49779       13134       19878       13318       17895       2592        7           -           -                        
C            94228       62296       31932       63218       62572       29134       13318       38159       1198        52          -           -                        
C            49798       92500       56965       49831       51653       37851       13318       33684       1           92500       -           -                        
C            65031       55752       9279        62799       18217       24224       47393       8817        303         184         -           -                        
C            73003       50025       22978       73208       69548       13598       47393       82501       23          2175        -           -                        
C            82590       50640       31950       82546       79946       31734       76829       59926       2           25320       -           -                        
C            69018       76914       91771       9           56252       52943       22830       62365       9           8546        -           -                        
C            495         97515       2647        4342        93104       91238       39279       14002       495         197         -           -                        
C            89666       25333       64333       91177       2473        8460        48282       48010       517         49          -           -                        
C            96820       9420        87400       96615       22446       77492       48282       46890       60          157         -           -                        
C            5           63990       35682       39002       12829       6055        50838       42695       5           12798       -           -                        
C            176         88352       11491       62028       75174       42130       50838       69946       176         502         -           -                        
C            83854       21419       62435       84547       10267       41071       50838       80555       1           21419       -           -                        
C            55611       97881       57397       54619       87995       51511       12693       37862       59          1659        -           -                        
C            44244       86256       57655       42039       22006       28748       53302       95323       144         599         -           -                        
C            67067       32022       35045       66812       57088       55163       53302       91703       2           16011       -           -                        
C            38931       7073        31858       33371       99330       63191       40235       68001       11          643         -           -                        
C            1362        75312       25717       2715        44428       40342       22757       77343       9           8368        -           -                        
C            218         65618       34267       77746       6066        45788       51444       49565       218         301         -           -                        
C            41953       75049       66571       41345       53979       31349       51444       76845       1           75049       -           -                        
C            49976       9520        40456       37517       67616       68585       51444       59173       140         68          -           -                        
